"id","dam","sire","sex"
"608333",NA,NA,"F"
"E77316",NA,NA,"F"
"608449",NA,NA,"F"
"K50993",NA,NA,"F"
"603743",NA,NA,"F"
"607457",NA,NA,"F"
"603717",NA,NA,"F"
"603714",NA,NA,"F"
"608452",NA,NA,"F"
"K53181",NA,NA,"F"
"E77151",NA,NA,"F"
"K53191",NA,NA,"F"
"607083",NA,NA,"F"
"608448",NA,NA,"F"
"607296",NA,NA,"F"
"607549",NA,NA,"F"
"K50784",NA,NA,"F"
"E77056",NA,NA,"F"
"E77070",NA,NA,"F"
"603719",NA,NA,"F"
"E77087",NA,NA,"F"
"607406",NA,NA,"F"
"608451",NA,NA,"F"
"608372",NA,NA,"F"
"608450",NA,NA,"F"
"608380",NA,NA,"F"
"608444",NA,NA,"F"
"607532",NA,NA,"F"
"608397",NA,NA,"F"
"608107",NA,NA,"F"
"607601",NA,NA,"F"
"608108",NA,NA,"F"
"607169",NA,NA,"F"
"608422",NA,NA,"F"
"608322",NA,NA,"F"
"608323",NA,NA,"F"
"607133",NA,NA,"F"
"607378",NA,NA,"F"
"608427",NA,NA,"F"
"608339",NA,NA,"F"
"K50734",NA,NA,"F"
"608368",NA,NA,"F"
"607274",NA,NA,"F"
"608359",NA,NA,"F"
"607703",NA,NA,"F"
"607215",NA,NA,"F"
"603711",NA,NA,"F"
"K53199",NA,NA,"F"
"607001",NA,NA,"F"
"603701",NA,NA,"F"
"608302",NA,NA,"F"
"E77436",NA,NA,"F"
"603740",NA,NA,"F"
"607116",NA,NA,"F"
"603734",NA,NA,"F"
"603765",NA,NA,"F"
"603748",NA,NA,"F"
"608430",NA,NA,"F"
"E77016",NA,NA,"F"
"608330",NA,NA,"F"
"BA02064",NA,NA,"F"
"608433",NA,NA,"F"
"608731",NA,NA,"F"
"608794",NA,NA,"F"
"BA02128",NA,NA,"F"
"BA02066",NA,NA,"F"
"BA02126",NA,NA,"F"
"BA02109",NA,NA,"F"
"BA02065",NA,NA,"F"
"608779",NA,NA,"F"
"607485",NA,NA,"F"
"BA02132",NA,NA,"F"
"603750",NA,NA,"F"
"BA02131",NA,NA,"F"
"BA02133",NA,NA,"F"
"BA02061",NA,NA,"F"
"603704",NA,NA,"F"
"BA02125",NA,NA,"F"
"608749",NA,NA,"F"
"BA02130",NA,NA,"F"
"BA02107",NA,NA,"F"
"BA02062",NA,NA,"F"
"BA02063",NA,NA,"F"
"BA02005",NA,NA,"F"
"BA02129",NA,NA,"F"
"BA02127",NA,NA,"F"
"603703",NA,NA,"F"
"608729",NA,NA,"F"
"BA01832",NA,NA,"F"
"608618",NA,NA,"F"
"BA02142",NA,NA,"F"
"BA02145",NA,NA,"F"
"BA02144",NA,NA,"F"
"BA02140",NA,NA,"F"
"BA02139",NA,NA,"F"
"BA02138",NA,NA,"F"
"BA02137",NA,NA,"F"
"BA02069",NA,NA,"F"
"608620",NA,NA,"F"
"BA02141",NA,NA,"F"
"BA02143",NA,NA,"F"
"BA02146",NA,NA,"F"
"BA02057",NA,NA,"F"
"BA02056",NA,NA,"F"
"608523",NA,NA,"F"
"BA02147",NA,NA,"F"
"608639",NA,NA,"F"
"BA02055",NA,NA,"F"
"607192",NA,NA,"F"
"BA02115",NA,NA,"F"
"K53135",NA,NA,"F"
"608327",NA,NA,"F"
"BA02117",NA,NA,"F"
"BA02116",NA,NA,"F"
"BA02059",NA,NA,"F"
"BA02120",NA,NA,"F"
"607069",NA,NA,"F"
"608506",NA,NA,"F"
"BA02121",NA,NA,"F"
"BA02119",NA,NA,"F"
"BA02123",NA,NA,"F"
"BA02124",NA,NA,"F"
"BA02012",NA,NA,"F"
"608424",NA,NA,"F"
"608365",NA,NA,"F"
"BA02122",NA,NA,"F"
"BA02060",NA,NA,"F"
"608678",NA,NA,"F"
"BA02058",NA,NA,"F"
"608564",NA,NA,"F"
"608499",NA,NA,"F"
"608674",NA,NA,"F"
"608698",NA,NA,"F"
"BA02134",NA,NA,"F"
"608685",NA,NA,"F"
"BA02135",NA,NA,"F"
"608431",NA,NA,"F"
"BA02136",NA,NA,"F"
"603733",NA,NA,"F"
"608703",NA,NA,"F"
"608692",NA,NA,"F"
"BA02067",NA,NA,"F"
"K53157",NA,NA,"F"
"608712",NA,NA,"F"
"BA02148",NA,NA,"F"
"BA02149",NA,NA,"F"
"K53186",NA,NA,"F"
"E77068",NA,NA,"F"
"J70854",NA,NA,"F"
"BA02118",NA,NA,"F"
"BA02051",NA,NA,"F"
"608214",NA,NA,"F"
"607092",NA,NA,"F"
"BA02052",NA,NA,"F"
"608068",NA,NA,"F"
"BA02053",NA,NA,"F"
"BA02054",NA,NA,"F"
"608613",NA,NA,"F"
"607468",NA,NA,"F"
"BA12840",NA,NA,"F"
"BA12836",NA,NA,"F"
"BA12837",NA,NA,"F"
"BA12835",NA,NA,"F"
"607558",NA,NA,"F"
"BA12700",NA,NA,"F"
"BA12823",NA,NA,"F"
"AB56508",NA,NA,"F"
"BA12825",NA,NA,"F"
"BA12824",NA,NA,"F"
"BA12730",NA,NA,"F"
"BA12695",NA,NA,"F"
"BA12820",NA,NA,"F"
"BA12822",NA,NA,"F"
"BA12821",NA,NA,"F"
"BA12807",NA,NA,"F"
"BA12809",NA,NA,"F"
"BA12839",NA,NA,"F"
"BA12808",NA,NA,"F"
"608502",NA,NA,"F"
"BA12772",NA,NA,"F"
"BA02088",NA,NA,"F"
"C95067",NA,NA,"F"
"BA12814",NA,NA,"F"
"BA12813",NA,NA,"F"
"BA12812",NA,NA,"F"
"BA12811",NA,NA,"F"
"BA12810",NA,NA,"F"
"BA12804",NA,NA,"F"
"BA12815",NA,NA,"F"
"BA12694",NA,NA,"F"
"BA12843",NA,NA,"F"
"BA12726",NA,NA,"F"
"BA12842",NA,NA,"F"
"BA12728",NA,NA,"F"
"608661",NA,NA,"F"
"BA12818",NA,NA,"F"
"BA12841",NA,NA,"F"
"BA12817",NA,NA,"F"
"BA12729",NA,NA,"F"
"BA12838",NA,NA,"F"
"BA12816",NA,NA,"F"
"K53147",NA,NA,"F"
"BA12819",NA,NA,"F"
"BA11493",NA,NA,"F"
"BA12802",NA,NA,"F"
"BA25446",NA,NA,"F"
"BA26577",NA,NA,"F"
"BA12918",NA,NA,"F"
"BA12917",NA,NA,"F"
"BA25330",NA,NA,"F"
"BA12932",NA,NA,"F"
"BA12849",NA,NA,"F"
"BA12850",NA,NA,"F"
"BA12929",NA,NA,"F"
"BA12931",NA,NA,"F"
"BA43243",NA,NA,"F"
"BA12928",NA,NA,"F"
"BA12930",NA,NA,"F"
"BA43242",NA,NA,"F"
"BA26957",NA,NA,"F"
"BA12924",NA,NA,"F"
"608503",NA,NA,"F"
"BA12919",NA,NA,"F"
"BA12920",NA,NA,"F"
"BA12922",NA,NA,"F"
"BA12921",NA,NA,"F"
"BA12892",NA,NA,"F"
"BA12927",NA,NA,"F"
"608505",NA,NA,"F"
"BA43000",NA,NA,"F"
"BA12854",NA,NA,"F"
"BA02300",NA,NA,"F"
"BA43244",NA,NA,"F"
"BA12933",NA,NA,"F"
"BA12915",NA,NA,"F"
"BA02155",NA,NA,"F"
"BA25447",NA,NA,"F"
"BA12925",NA,NA,"F"
"BA12916",NA,NA,"F"
"BA26953",NA,NA,"F"
"607098",NA,NA,"F"
"BA12923",NA,NA,"F"
"BA12848",NA,NA,"F"
"BA47844",NA,NA,"F"
"BA12877",NA,NA,"F"
"BA47843",NA,NA,"F"
"BA47845",NA,NA,"F"
"BA47846",NA,NA,"F"
"BA47834",NA,NA,"F"
"BA47838",NA,NA,"F"
"BA47516",NA,NA,"F"
"BA47839",NA,NA,"F"
"BA47650",NA,NA,"F"
"BA47840",NA,NA,"F"
"BA47836",NA,NA,"F"
"BA47833",NA,NA,"F"
"BA47849",NA,NA,"F"
"BA47850",NA,NA,"F"
"BA47851",NA,NA,"F"
"BA47549",NA,NA,"F"
"BA47837",NA,NA,"F"
"BA47568",NA,NA,"F"
"AH57281",NA,NA,"F"
"BA50702",NA,NA,"F"
"N92253",NA,NA,"F"
"BA43317",NA,NA,"F"
"BA47760",NA,NA,"F"
"BA47587",NA,NA,"F"
"BA50704",NA,NA,"F"
"BA50708",NA,NA,"F"
"BA50703",NA,NA,"F"
"BA47766",NA,NA,"F"
"BA47604",NA,NA,"F"
"BA47847",NA,NA,"F"
"BA47832",NA,NA,"F"
"BA47835",NA,NA,"F"
"BA47848",NA,NA,"F"
"BA47860",NA,NA,"F"
"BA47603",NA,NA,"F"
"BA47591",NA,NA,"F"
"BA47693",NA,NA,"F"
"BA47599",NA,NA,"F"
"BA12857",NA,NA,"F"
"BA12868",NA,NA,"F"
"BA47901",NA,NA,"F"
"BA47584",NA,NA,"F"
"BA47852",NA,NA,"F"
"BA47626",NA,NA,"F"
"BA47841",NA,NA,"F"
"BA43267",NA,NA,"F"
"BA47842",NA,NA,"F"
"BA47579",NA,NA,"F"
"BA47853",NA,NA,"F"
"BA12715",NA,NA,"F"
"BA47854",NA,NA,"F"
"BA47855",NA,NA,"F"
"BA50705",NA,NA,"F"
"BA12926",NA,NA,"F"
"BA50733",NA,NA,"F"
"BA47555",NA,NA,"F"
"BA43290",NA,NA,"F"
"BA50706",NA,NA,"F"
"BA47595",NA,NA,"F"
"BA50707",NA,NA,"F"
"BA47765",NA,NA,"F"
"BA47576",NA,NA,"F"
"AH57797",NA,NA,"F"
"BA43389",NA,NA,"F"
"BA47973",NA,NA,"F"
"BA12871",NA,NA,"F"
"BA47989",NA,NA,"F"
"BA47980",NA,NA,"F"
"BA47996",NA,NA,"F"
"BA47990",NA,NA,"F"
"BA64653",NA,NA,"F"
"BA47991",NA,NA,"F"
"BA47988",NA,NA,"F"
"AK41549",NA,NA,"F"
"BA47975",NA,NA,"F"
"BA47993",NA,NA,"F"
"BA47981",NA,NA,"F"
"BA47982",NA,NA,"F"
"BA44721",NA,NA,"F"
"BA44720",NA,NA,"F"
"BA44719",NA,NA,"F"
"BA47588",NA,NA,"F"
"BA44723",NA,NA,"F"
"BA44714",NA,NA,"F"
"BA44716",NA,NA,"F"
"BA44729",NA,NA,"F"
"BA66079",NA,NA,"F"
"BA44722",NA,NA,"F"
"BA47577",NA,NA,"F"
"BA44728",NA,NA,"F"
"BA12743",NA,NA,"F"
"BA44623",NA,NA,"F"
"BA44736",NA,NA,"F"
"BA47969",NA,NA,"F"
"BA47979",NA,NA,"F"
"BA47972",NA,NA,"F"
"BA47986",NA,NA,"F"
"AH57793",NA,NA,"F"
"BA47874",NA,NA,"F"
"AA57794",NA,NA,"F"
"BA44730",NA,NA,"F"
"BA44725",NA,NA,"F"
"BA44733",NA,NA,"F"
"BA44724",NA,NA,"F"
"BA44717",NA,NA,"F"
"BA44713",NA,NA,"F"
"BA44669",NA,NA,"F"
"BA50732",NA,NA,"F"
"BA44715",NA,NA,"F"
"BA44731",NA,NA,"F"
"BA47885",NA,NA,"F"
"BA57445",NA,NA,"F"
"BA44679",NA,NA,"F"
"BA44752",NA,NA,"F"
"BA44662",NA,NA,"F"
"BA47994",NA,NA,"F"
"BA47984",NA,NA,"F"
"BA44678",NA,NA,"F"
"BA47983",NA,NA,"F"
"BA47976",NA,NA,"F"
"BA47985",NA,NA,"F"
"BA47987",NA,NA,"F"
"BA47974",NA,NA,"F"
"BA47970",NA,NA,"F"
"BA47977",NA,NA,"F"
"BA47971",NA,NA,"F"
"BA47978",NA,NA,"F"
"BA44727",NA,NA,"F"
"BA44737",NA,NA,"F"
"BA44735",NA,NA,"F"
"BA44726",NA,NA,"F"
"BA44625",NA,NA,"F"
"BA44732",NA,NA,"F"
"BA44695",NA,NA,"F"
"BA44718",NA,NA,"F"
"BA44738",NA,NA,"F"
"BA44734",NA,NA,"F"
"BA78683",NA,NA,"F"
"BA66537",NA,NA,"F"
"BA72788",NA,NA,"F"
"BA72777",NA,NA,"F"
"BA72798",NA,NA,"F"
"BA72785",NA,NA,"F"
"BA72784",NA,NA,"F"
"BA66198",NA,NA,"F"
"BA66199",NA,NA,"F"
"BA72783",NA,NA,"F"
"BA72790",NA,NA,"F"
"BA72789",NA,NA,"F"
"BA72796",NA,NA,"F"
"BA72797",NA,NA,"F"
"BA72778",NA,NA,"F"
"BA72791",NA,NA,"F"
"BA72787",NA,NA,"F"
"BA72786",NA,NA,"F"
"BA72795",NA,NA,"F"
"BA72794",NA,NA,"F"
"BA72782",NA,NA,"F"
"BA66209",NA,NA,"F"
"BA44701",NA,NA,"F"
"BA66208",NA,NA,"F"
"BA66236",NA,NA,"F"
"BA66210",NA,NA,"F"
"BA66249",NA,NA,"F"
"BA66213",NA,NA,"F"
"BA66201",NA,NA,"F"
"BA66211",NA,NA,"F"
"BA66202",NA,NA,"F"
"BA72779",NA,NA,"F"
"BA72780",NA,NA,"F"
"BA72776",NA,NA,"F"
"BA72792",NA,NA,"F"
"BC43128",NA,NA,"F"
"BA13239",NA,NA,"F"
"BA44712",NA,NA,"F"
"BA66203",NA,NA,"F"
"BA66212",NA,NA,"F"
"BA66204",NA,NA,"F"
"BA66250",NA,NA,"F"
"BA72781",NA,NA,"F"
"BA72800",NA,NA,"F"
"BA66196",NA,NA,"F"
"BA66535",NA,NA,"F"
"BA72793",NA,NA,"F"
"BA66538",NA,NA,"F"
"BA66207",NA,NA,"F"
"BA66205",NA,NA,"F"
"BA66206",NA,NA,"F"
"BA44700",NA,NA,"F"
"BA72799",NA,NA,"F"
"BA66547",NA,NA,"F"
"BA66214",NA,NA,"F"
"BA44513",NA,NA,"F"
"BA44515",NA,NA,"F"
"BA44741",NA,NA,"F"
"BA44744",NA,NA,"F"
"BA44745",NA,NA,"F"
"BA44746",NA,NA,"F"
"BA44517",NA,NA,"F"
"BA44742",NA,NA,"F"
"BE08997",NA,NA,"F"
"BE08999",NA,NA,"F"
"BE08996",NA,NA,"F"
"BE08995",NA,NA,"F"
"BE08992",NA,NA,"F"
"BE08993",NA,NA,"F"
"BC85053",NA,NA,"F"
"BC85057",NA,NA,"F"
"BC85043",NA,NA,"F"
"BC85058",NA,NA,"F"
"BC85066",NA,NA,"F"
"BC85038",NA,NA,"F"
"BC85044",NA,NA,"F"
"BC85062",NA,NA,"F"
"BC85048",NA,NA,"F"
"BA02185",NA,NA,"F"
"BC85046",NA,NA,"F"
"BC85063",NA,NA,"F"
"BC85051",NA,NA,"F"
"BC85052",NA,NA,"F"
"BC85049",NA,NA,"F"
"BE50002",NA,NA,"F"
"BE50003",NA,NA,"F"
"BC85782",NA,NA,"F"
"BC85029",NA,NA,"F"
"BC85060",NA,NA,"F"
"BC85027",NA,NA,"F"
"BC85059",NA,NA,"F"
"BA66500",NA,NA,"F"
"BC85028",NA,NA,"F"
"BC85035",NA,NA,"F"
"BC85025",NA,NA,"F"
"BC85061",NA,NA,"F"
"BC85036",NA,NA,"F"
"BA02187",NA,NA,"F"
"BA44740",NA,NA,"F"
"BA44750",NA,NA,"F"
"BC85054",NA,NA,"F"
"BC85067",NA,NA,"F"
"BC85055",NA,NA,"F"
"BC85056",NA,NA,"F"
"BC85050",NA,NA,"F"
"BA02190",NA,NA,"F"
"BH62347",NA,NA,"F"
"BC85477",NA,NA,"F"
"BC85492",NA,NA,"F"
"BC85490",NA,NA,"F"
"BC85478",NA,NA,"F"
"BH62389",NA,NA,"F"
"BE08977",NA,NA,"F"
"BE08976",NA,NA,"F"
"BE08975",NA,NA,"F"
"BC85947",NA,NA,"F"
"BC85882",NA,NA,"F"
"BC85887",NA,NA,"F"
"BC85465",NA,NA,"F"
"BC85921",NA,NA,"F"
"BC85922",NA,NA,"F"
"BC85460",NA,NA,"F"
"BC76402",NA,NA,"F"
"BC85935",NA,NA,"F"
"BC85897",NA,NA,"F"
"BC85899",NA,NA,"F"
"BC85466",NA,NA,"F"
"BC85923",NA,NA,"F"
"BC85924",NA,NA,"F"
"BC85925",NA,NA,"F"
"BC85931",NA,NA,"F"
"BH17612",NA,NA,"F"
"BC85936",NA,NA,"F"
"BC85926",NA,NA,"F"
"BC85937",NA,NA,"F"
"BC85487",NA,NA,"F"
"BH01395",NA,NA,"F"
"BH01229",NA,NA,"F"
"BH01515",NA,NA,"F"
"BH17624",NA,NA,"F"
"BC85927",NA,NA,"F"
"BC85938",NA,NA,"F"
"BC85930",NA,NA,"F"
"BC85914",NA,NA,"F"
"BC85915",NA,NA,"F"
"BH17712",NA,NA,"F"
"BC85928",NA,NA,"F"
"BC85929",NA,NA,"F"
"BC85481",NA,NA,"F"
"BC85472",NA,NA,"F"
"BC85471",NA,NA,"F"
"BC85473",NA,NA,"F"
"BC85475",NA,NA,"F"
"BC85474",NA,NA,"F"
"BC85485",NA,NA,"F"
"BC85476",NA,NA,"F"
"BC85488",NA,NA,"F"
"BC85932",NA,NA,"F"
"BC85933",NA,NA,"F"
"BC85939",NA,NA,"F"
"BC85919",NA,NA,"F"
"BC85920",NA,NA,"F"
"BC85940",NA,NA,"F"
"BH62500",NA,NA,"F"
"BH62451",NA,NA,"F"
"BH62455",NA,NA,"F"
"BH62452",NA,NA,"F"
"BH62453",NA,NA,"F"
"BH17780",NA,NA,"F"
"BH62183",NA,NA,"F"
"BH62186",NA,NA,"F"
"BH62184",NA,NA,"F"
"BH62381",NA,NA,"F"
"BJ03885",NA,NA,"F"
"BH18213",NA,NA,"F"
"BC85879",NA,NA,"F"
"BH17786",NA,NA,"F"
"BH17799",NA,NA,"F"
"BH17788",NA,NA,"F"
"BH17794",NA,NA,"F"
"BH17800",NA,NA,"F"
"HJ89222",NA,NA,"F"
"BH17801",NA,NA,"F"
"BC76405",NA,NA,"F"
"BJ04018",NA,NA,"F"
"BH62501",NA,NA,"F"
"BH62509",NA,NA,"F"
"BH17802",NA,NA,"F"
"BH17787",NA,NA,"F"
"BH17804",NA,NA,"F"
"BH17935",NA,NA,"F"
"BH17795",NA,NA,"F"
"BH17803",NA,NA,"F"
"BH17796",NA,NA,"F"
"BH62506",NA,NA,"F"
"BH62505",NA,NA,"F"
"BH62510",NA,NA,"F"
"BH62419",NA,NA,"F"
"BH62507",NA,NA,"F"
"BH62508",NA,NA,"F"
"BH17808",NA,NA,"F"
"BH17792",NA,NA,"F"
"BH17797",NA,NA,"F"
"BH17805",NA,NA,"F"
"BH17806",NA,NA,"F"
"BH17807",NA,NA,"F"
"BH17798",NA,NA,"F"
"BH62502",NA,NA,"F"
"BC85459",NA,NA,"F"
"BJ54013",NA,NA,"F"
"BJ54008",NA,NA,"F"
"BJ54004",NA,NA,"F"
"BJ54233",NA,NA,"F"
"BJ54009",NA,NA,"F"
"BJ54006",NA,NA,"F"
"BJ54003",NA,NA,"F"
"BJ54200",NA,NA,"F"
"BJ54005",NA,NA,"F"
"BH62392",NA,NA,"F"
"BH18301",NA,NA,"F"
"BH62591",NA,NA,"F"
"BH62182",NA,NA,"F"
"BH62563",NA,NA,"F"
"BJ03863",NA,NA,"F"
"BH62595",NA,NA,"F"
"BE73750",NA,NA,"F"
"BH62597",NA,NA,"F"
"BH62594",NA,NA,"F"
"BH62599",NA,NA,"F"
"BH62600",NA,NA,"F"
"BH62951",NA,NA,"F"
"BC85499",NA,NA,"F"
"BH62596",NA,NA,"F"
"BJ54011",NA,NA,"F"
"BJ54014",NA,NA,"F"
"BJ54012",NA,NA,"F"
"BJ54001",NA,NA,"F"
"BJ54007",NA,NA,"F"
"BJ54010",NA,NA,"F"
"BH62954",NA,NA,"F"
"BH62953",NA,NA,"F"
"BH62952",NA,NA,"F"
"BJ54100",NA,NA,"F"
"BC85913",NA,NA,"F"
"BH62955",NA,NA,"F"
"BJ54002",NA,NA,"F"
"BH62598",NA,NA,"F"
"BH62956",NA,NA,"F"
"BH17888",NA,NA,"F"
"BJ54613",NA,NA,"F"
"BJ54694",NA,NA,"F"
"BJ54739",NA,NA,"F"
"BJ54695",NA,NA,"F"
"BH62519",NA,NA,"F"
"BH17895",NA,NA,"F"
"BJ54688",NA,NA,"F"
"BN34059",NA,NA,"F"
"BN34061",NA,NA,"F"
"BN34069",NA,NA,"F"
"BN34054",NA,NA,"F"
"BH62520",NA,NA,"F"
"BH62514",NA,NA,"F"
"BN34063",NA,NA,"F"
"BN34062",NA,NA,"F"
"BN34052",NA,NA,"F"
"BH62518",NA,NA,"F"
"BJ54722",NA,NA,"F"
"BN41458",NA,NA,"F"
"BN34058",NA,NA,"F"
"BJ54728",NA,NA,"F"
"BH62521",NA,NA,"F"
"BJ54689",NA,NA,"F"
"BN34216",NA,NA,"F"
"BH62233",NA,NA,"F"
"BJ54853",NA,NA,"F"
"BJ14461",NA,NA,"F"
"BN34237",NA,NA,"F"
"BJ14462",NA,NA,"F"
"BJ14460",NA,NA,"F"
"BJ54800",NA,NA,"F"
"BN34021",NA,NA,"F"
"BJ54790",NA,NA,"F"
"BH17870",NA,NA,"F"
"BJ54789",NA,NA,"F"
"BJ54797",NA,NA,"F"
"BJ54798",NA,NA,"F"
"BJ54799",NA,NA,"F"
"BJ54795",NA,NA,"F"
"BH62218",NA,NA,"F"
"BJ54637",NA,NA,"F"
"BJ54788",NA,NA,"F"
"BH17857",NA,NA,"F"
"BH62209",NA,NA,"F"
"BJ54796",NA,NA,"F"
"BN34004",NA,NA,"F"
"BN34020",NA,NA,"F"
"BJ54319",NA,NA,"F"
"BJ54751",NA,NA,"F"
"BH62522",NA,NA,"F"
"BH62515",NA,NA,"F"
"BH62516",NA,NA,"F"
"BH62517",NA,NA,"F"
"BN34060",NA,NA,"F"
"BN34051",NA,NA,"F"
"BJ54737",NA,NA,"F"
"BH62524",NA,NA,"F"
"BJ54717",NA,NA,"F"
"BN34001",NA,NA,"F"
"BJ54977",NA,NA,"F"
"BJ54486",NA,NA,"F"
"BJ54783",NA,NA,"F"
"BJ54607",NA,NA,"F"
"BJ54794",NA,NA,"F"
"BN34002",NA,NA,"F"
"BJ54772",NA,NA,"F"
"BN34003",NA,NA,"F"
"BH62387",NA,NA,"F"
"BC84471",NA,NA,"F"
"BJ54852",NA,NA,"F"
"BJ14469",NA,NA,"F"
"BN34238",NA,NA,"F"
"BJ14463",NA,NA,"F"
"BJ54793",NA,NA,"F"
"BN34006",NA,NA,"F"
"BJ54792",NA,NA,"F"
"BN34005",NA,NA,"F"
"BJ54791",NA,NA,"F"
"BN34065",NA,NA,"F"
"BN34116",NA,NA,"F"
"BC43989",NA,NA,"F"
"BJ05588",NA,NA,"F"
"BJ05589",NA,NA,"F"
"BC43965",NA,NA,"F"
"BJ05591",NA,NA,"F"
"BJ05587",NA,NA,"F"
"BJ05599",NA,NA,"F"
"BC43981",NA,NA,"F"
"BC43961",NA,NA,"F"
"BC43963",NA,NA,"F"
"BJ05592",NA,NA,"F"
"BP52050",NA,NA,"F"
"BP52036",NA,NA,"F"
"BP52037",NA,NA,"F"
"BP52049",NA,NA,"F"
"BJ05597",NA,NA,"F"
"BC43969",NA,NA,"F"
"BJ54893",NA,NA,"F"
"BJ05505",NA,NA,"F"
"BH93080",NA,NA,"F"
"BC43998",NA,NA,"F"
"BJ54821",NA,NA,"F"
"BJ05501",NA,NA,"F"
"BJ54669",NA,NA,"F"
"BJ05502",NA,NA,"F"
"BC43982",NA,NA,"F"
"BJ54632",NA,NA,"F"
"BC43999",NA,NA,"F"
"BC43986",NA,NA,"F"
"BJ05594",NA,NA,"F"
"BJ05507",NA,NA,"F"
"BJ54604",NA,NA,"F"
"BJ05590",NA,NA,"F"
"BJ54684",NA,NA,"F"
"BJ05598",NA,NA,"F"
"BJ54869",NA,NA,"F"
"BP52043",NA,NA,"F"
"BJ05593",NA,NA,"F"
"BC44000",NA,NA,"F"
"BN34368",NA,NA,"F"
"BJ05504",NA,NA,"F"
"BJ05503",NA,NA,"F"
"BC43990",NA,NA,"F"
"BJ54710",NA,NA,"F"
"BH93092",NA,NA,"F"
"BP11153",NA,NA,"F"
"BP11175",NA,NA,"F"
"BP11152",NA,NA,"F"
"BP11151",NA,NA,"F"
"BP11274",NA,NA,"F"
"BP11166",NA,NA,"F"
"BC43978",NA,NA,"F"
"BP11154",NA,NA,"F"
"BP11165",NA,NA,"F"
"BP11210",NA,NA,"F"
"BP11069",NA,NA,"F"
"BJ05730",NA,NA,"F"
"BJ05635",NA,NA,"F"
"BJ54603",NA,NA,"F"
"BP11056",NA,NA,"F"
"BP11062",NA,NA,"F"
"BJ05736",NA,NA,"F"
"BP11036",NA,NA,"F"
"BP11013",NA,NA,"F"
"BP11037",NA,NA,"F"
"BP11035",NA,NA,"F"
"BP11033",NA,NA,"F"
"BP11034",NA,NA,"F"
"BP11048",NA,NA,"F"
"BP11670",NA,NA,"F"
"BP11024",NA,NA,"F"
"BP11045",NA,NA,"F"
"BP11027",NA,NA,"F"
"BP11026",NA,NA,"F"
"BP11028",NA,NA,"F"
"BP11269",NA,NA,"F"
"BP78511",NA,NA,"F"
"BA66432",NA,NA,"F"
"BP11268",NA,NA,"F"
"BA66414",NA,NA,"F"
"BA66418",NA,NA,"F"
"BP11031",NA,NA,"F"
"BP11067",NA,NA,"F"
"BJ52275",NA,NA,"F"
"BP11007",NA,NA,"F"
"BP11032",NA,NA,"F"
"BP11010",NA,NA,"F"
"BP11068",NA,NA,"F"
"BP11281",NA,NA,"F"
"BJ05648",NA,NA,"F"
"BP11280",NA,NA,"F"
"BP11282",NA,NA,"F"
"BP11276",NA,NA,"F"
"BP11106",NA,NA,"F"
"BP11041",NA,NA,"F"
"BP11043",NA,NA,"F"
"BP11615",NA,NA,"F"
"BP11618",NA,NA,"F"
"BP11044",NA,NA,"F"
"BP11040",NA,NA,"F"
"BP11042",NA,NA,"F"
"BP11654",NA,NA,"F"
"BP11039",NA,NA,"F"
"BP11147",NA,NA,"F"
"BP11117",NA,NA,"F"
"BP11038",NA,NA,"F"
"BP11046",NA,NA,"F"
"BR62159",NA,NA,"F"
"BN34731",NA,NA,"F"
"BR62234",NA,NA,"F"
"BR62296",NA,NA,"F"
"BR75652",NA,NA,"F"
"BR62276",NA,NA,"F"
"BJ05631",NA,NA,"F"
"BR62297",NA,NA,"F"
"BS08006",NA,NA,"F"
"BR62148",NA,NA,"F"
"BP11811",NA,NA,"F"
"BP11814",NA,NA,"F"
"BR62131",NA,NA,"F"
"BR62130",NA,NA,"F"
"BS08049",NA,NA,"F"
"BR62132",NA,NA,"F"
"BR62223",NA,NA,"F"
"BR62408",NA,NA,"F"
"BR62168",NA,NA,"F"
"BR62225",NA,NA,"F"
"BR62214",NA,NA,"F"
"BR62236",NA,NA,"F"
"BS08007",NA,NA,"F"
"BS08010",NA,NA,"F"
"BS08011",NA,NA,"F"
"BS08055",NA,NA,"F"
"BR62109",NA,NA,"F"
"BR62027",NA,NA,"F"
"BR62077",NA,NA,"F"
"BR62379",NA,NA,"F"
"BR62450",NA,NA,"F"
"BR62063",NA,NA,"F"
"BS08286",NA,NA,"F"
"BR62127",NA,NA,"F"
"BR62128",NA,NA,"F"
"BR62222",NA,NA,"F"
"BS08956",NA,NA,"F"
"BS08957",NA,NA,"F"
"BS08441",NA,NA,"F"
"BS08408",NA,NA,"F"
"BS08561",NA,NA,"F"
"BS08409",NA,NA,"F"
"BS09262",NA,NA,"F"
"BS08954",NA,NA,"F"
"BS44225",NA,NA,"F"
"BS08406",NA,NA,"F"
"BS08407",NA,NA,"F"
"BS08579",NA,NA,"F"
"BS08488",NA,NA,"F"
"BS08480",NA,NA,"F"
"BR62040",NA,NA,"F"
"BS08471",NA,NA,"F"
"BS08472",NA,NA,"F"
"BS08473",NA,NA,"F"
"BS08478",NA,NA,"F"
"BS08481",NA,NA,"F"
"BS08489",NA,NA,"F"
"BS08248",NA,NA,"F"
"BS08232",NA,NA,"F"
"BS08512",NA,NA,"F"
"BS08510",NA,NA,"F"
"BP11014",NA,NA,"F"
"BS08190",NA,NA,"F"
