"id","dam","sire","sex"
"BS44141",NA,NA,"F"
"BS44140",NA,NA,"F"
"BN34329",NA,NA,"F"
"BS08560",NA,NA,"F"
"BN34328",NA,NA,"F"
"BS09255",NA,NA,"F"
"BS08564",NA,NA,"F"
"BP11029",NA,NA,"F"
"BJ05749",NA,NA,"F"
"BN34334",NA,NA,"F"
"BR62287",NA,NA,"F"
"BS08578",NA,NA,"F"
"BS08450",NA,NA,"F"
"BS08410",NA,NA,"F"
"BS08420",NA,NA,"F"
"BS08421",NA,NA,"F"
"BS08422",NA,NA,"F"
"BS08508",NA,NA,"F"
"BS08477",NA,NA,"F"
"BS08507",NA,NA,"F"
"BS08475",NA,NA,"F"
"BS08484",NA,NA,"F"
"BS08483",NA,NA,"F"
"BS08466",NA,NA,"F"
"BS08476",NA,NA,"F"
"BS08515",NA,NA,"F"
"BS44550",NA,NA,"F"
"BS44548",NA,NA,"F"
"BS44549",NA,NA,"F"
"BS79317",NA,NA,"F"
"BS44601",NA,NA,"F"
"BP52491",NA,NA,"F"
"BS44541",NA,NA,"F"
"BS44511",NA,NA,"F"
"BS44359",NA,NA,"F"
"NA21245",NA,NA,"F"
"BS44531",NA,NA,"F"
"BJ04740",NA,NA,"F"
"BR62749",NA,NA,"F"
"BS44398",NA,NA,"F"
"BS08491",NA,NA,"F"
"BJ04750",NA,NA,"F"
"BS44365",NA,NA,"F"
"BJ04743",NA,NA,"F"
"BS44371",NA,NA,"F"
"BS44399",NA,NA,"F"
"BJ04742",NA,NA,"F"
"BS44600",NA,NA,"F"
"BS44540",NA,NA,"F"
"BS44379",NA,NA,"F"
"BP11996",NA,NA,"F"
"BS44769",NA,NA,"F"
"NA21116",NA,NA,"F"
"BJ36555",NA,NA,"F"
"NA21115",NA,NA,"F"
"BP52487",NA,NA,"F"
"BP52493",NA,NA,"F"
"BP52489",NA,NA,"F"
"NA22047",NA,NA,"F"
"BS44400",NA,NA,"F"
"BR62750",NA,NA,"F"
"NA22049",NA,NA,"F"
"NA22065",NA,NA,"F"
"NA22050",NA,NA,"F"
"BS44660",NA,NA,"F"
"BS44374",NA,NA,"F"
"NA21246",NA,NA,"F"
"BS44545",NA,NA,"F"
"BS44318",NA,NA,"F"
"BS44518",NA,NA,"F"
"BR62845",NA,NA,"F"
"NA21535",NA,NA,"F"
"NA21512",NA,NA,"F"
"NA21520",NA,NA,"F"
"NA21545",NA,NA,"F"
"NA21511",NA,NA,"F"
"NA21540",NA,NA,"F"
"NA21539",NA,NA,"F"
"NA21548",NA,NA,"F"
"NA21515",NA,NA,"F"
"NA21517",NA,NA,"F"
"NA21533",NA,NA,"F"
"NA21529",NA,NA,"F"
"NA21516",NA,NA,"F"
"NA21526",NA,NA,"F"
"NA21534",NA,NA,"F"
"NA21549",NA,NA,"F"
"NA21528",NA,NA,"F"
"NA21523",NA,NA,"F"
"NA21524",NA,NA,"F"
"KJ71689",NA,NA,"F"
"BS44467",NA,NA,"F"
"KC96204",NA,NA,"F"
"BS44466",NA,NA,"F"
"KC96212",NA,NA,"F"
"NA22191",NA,NA,"F"
"BS44469",NA,NA,"F"
"KC96207",NA,NA,"F"
"KJ71667",NA,NA,"F"
"BS44368",NA,NA,"F"
"NA22224",NA,NA,"F"
"BS44497",NA,NA,"F"
"BR68425",NA,NA,"F"
"NA22199",NA,NA,"F"
"KJ71660",NA,NA,"F"
"BS44460",NA,NA,"F"
"KC96219",NA,NA,"F"
"KJ71697",NA,NA,"F"
"KC96203",NA,NA,"F"
"NA21501",NA,NA,"F"
"NA21505",NA,NA,"F"
"NA21544",NA,NA,"F"
"NA21504",NA,NA,"F"
"NA21509",NA,NA,"F"
"NA21507",NA,NA,"F"
"NA21550",NA,NA,"F"
"KJ71664",NA,NA,"F"
"NA22231",NA,NA,"F"
"KJ71679",NA,NA,"F"
"KC96553",NA,NA,"F"
"KJ71701",NA,NA,"F"
"KC96638",NA,NA,"F"
"KJ71711",NA,NA,"F"
"KC96554",NA,NA,"F"
"KC96791",NA,NA,"F"
"BS05740",NA,NA,"F"
"BS08499",NA,NA,"F"
"KC96740",NA,NA,"F"
"KC96793",NA,NA,"F"
"NA21538",NA,NA,"F"
"NA21536",NA,NA,"F"
"NA21537",NA,NA,"F"
"KC96742",NA,NA,"F"
"KC96993",NA,NA,"F"
"KC96763",NA,NA,"F"
"BJ05625",NA,NA,"F"
"KC96928",NA,NA,"F"
"KC96861",NA,NA,"F"
"KC96743",NA,NA,"F"
"KC96596",NA,NA,"F"
"KC97000",NA,NA,"F"
"KC96752",NA,NA,"F"
"BS09156",NA,NA,"F"
"KC96550",NA,NA,"F"
"BS44477",NA,NA,"F"
"BS44456",NA,NA,"F"
"BS44498",NA,NA,"F"
"KC96221",NA,NA,"F"
"KC96205",NA,NA,"F"
"KC96217",NA,NA,"F"
"KJ71684",NA,NA,"F"
"KC96208",NA,NA,"F"
"KC96210",NA,NA,"F"
"KC96209",NA,NA,"F"
"NA22243",NA,NA,"F"
"KJ73110",NA,NA,"F"
"NA22942",NA,NA,"F"
"KR84852",NA,NA,"F"
"KR84855",NA,NA,"F"
"NA21542",NA,NA,"F"
"NC09008",NA,NA,"F"
"NC09009",NA,NA,"F"
"NC09010",NA,NA,"F"
"BR62939",NA,NA,"F"
"KJ71756",NA,NA,"F"
"NA22184",NA,NA,"F"
"NA21293",NA,NA,"F"
"KC96247",NA,NA,"F"
"NA22944",NA,NA,"F"
"KJ44137",NA,NA,"F"
"NA22237",NA,NA,"F"
"KJ73122",NA,NA,"F"
"KJ71706",NA,NA,"F"
"KJ73116",NA,NA,"F"
"KJ73117",NA,NA,"F"
"KJ73118",NA,NA,"F"
"KJ73124",NA,NA,"F"
"KJ73130",NA,NA,"F"
"KJ73123",NA,NA,"F"
"KJ73127",NA,NA,"F"
"KR84853",NA,NA,"F"
"KC96235",NA,NA,"F"
"KC96238",NA,NA,"F"
"KC96234",NA,NA,"F"
"KC96249",NA,NA,"F"
"KR81302",NA,NA,"F"
"KC96245",NA,NA,"F"
"KR81314",NA,NA,"F"
"NC09574",NA,NA,"F"
"KR81305",NA,NA,"F"
"KR81452",NA,NA,"F"
"KR81512",NA,NA,"F"
"KR84851",NA,NA,"F"
"KR81940",NA,NA,"F"
"KR81916",NA,NA,"F"
"NC09496",NA,NA,"F"
"KR81319",NA,NA,"F"
"KR81323",NA,NA,"F"
"KR81317",NA,NA,"F"
"KR81340",NA,NA,"F"
"KJ73148",NA,NA,"F"
"KC96230",NA,NA,"F"
"KR81344",NA,NA,"F"
"KR81459",NA,NA,"F"
"KR81466",NA,NA,"F"
"KR81467",NA,NA,"F"
"NC09571",NA,NA,"F"
"NC09569",NA,NA,"F"
"KR81310",NA,NA,"F"
"KR81476",NA,NA,"F"
"KR81471",NA,NA,"F"
"KR81484",NA,NA,"F"
"KR81475",NA,NA,"F"
"KR81470",NA,NA,"F"
"KR81473",NA,NA,"F"
"KJ73141",NA,NA,"F"
"KR81343",NA,NA,"F"
"KR81312",NA,NA,"F"
"KR81472",NA,NA,"F"
"KR81481",NA,NA,"F"
"KR81483",NA,NA,"F"
"KR81478",NA,NA,"F"
"KR81469",NA,NA,"F"
"KR81348",NA,NA,"F"
"A003808",NA,NA,"F"
"A003804",NA,NA,"F"
"A003807",NA,NA,"F"
"A003802",NA,NA,"F"
"NC09991",NA,NA,"F"
"NC09996",NA,NA,"F"
"NC09993",NA,NA,"F"
"NC09992",NA,NA,"F"
"NC09011",NA,NA,"F"
"A627310",NA,NA,"F"
"NC09995",NA,NA,"F"
"NC09994",NA,NA,"F"
"A003764",NA,NA,"F"
"A003778",NA,NA,"F"
"A003759",NA,NA,"F"
"A003757",NA,NA,"F"
"A003768",NA,NA,"F"
"A003779",NA,NA,"F"
"KR81490",NA,NA,"F"
"NE92879",NA,NA,"F"
"NC09728",NA,NA,"F"
"A004616",NA,NA,"F"
"NC09731",NA,NA,"F"
"NC09730",NA,NA,"F"
"NC09734",NA,NA,"F"
"A003809",NA,NA,"F"
"NC09732",NA,NA,"F"
"NE92865",NA,NA,"F"
"KR84461",NA,NA,"F"
"A003762",NA,NA,"F"
"A003761",NA,NA,"F"
"KR84467",NA,NA,"F"
"KR84464",NA,NA,"F"
"KR84475",NA,NA,"F"
"KR84456",NA,NA,"F"
"KR81495",NA,NA,"F"
"KR84473",NA,NA,"F"
"KR84466",NA,NA,"F"
"KR84477",NA,NA,"F"
"KR84454",NA,NA,"F"
"KR84472",NA,NA,"F"
"A003751",NA,NA,"F"
"NE94513",NA,NA,"F"
"NE95546",NA,NA,"F"
"NE94889",NA,NA,"F"
"NE94861",NA,NA,"F"
"NE94518",NA,NA,"F"
"NE94514",NA,NA,"F"
"NE94515",NA,NA,"F"
"NE94516",NA,NA,"F"
"NE94509",NA,NA,"F"
"NE94501",NA,NA,"F"
"NE94507",NA,NA,"F"
"NE94541",NA,NA,"F"
"NE94752",NA,NA,"F"
"NE94504",NA,NA,"F"
"NE94506",NA,NA,"F"
"NC10585",NA,NA,"F"
"NE94510",NA,NA,"F"
"NE94753",NA,NA,"F"
"NE94508",NA,NA,"F"
"KR84557",NA,NA,"F"
"KR84542",NA,NA,"F"
"KR84536",NA,NA,"F"
"KR84548",NA,NA,"F"
"KR84549",NA,NA,"F"
"A006569",NA,NA,"F"
"NC96221",NA,NA,"F"
"NE94010",NA,NA,"F"
"KR84547",NA,NA,"F"
"KR84546",NA,NA,"F"
"KR84553",NA,NA,"F"
"KR84552",NA,NA,"F"
"KR84559",NA,NA,"F"
"KR84571",NA,NA,"F"
"KR84568",NA,NA,"F"
"NE92047",NA,NA,"F"
"NC10586",NA,NA,"F"
"KR84484",NA,NA,"F"
"KR84561",NA,NA,"F"
"KR83076",NA,NA,"F"
"KR84563",NA,NA,"F"
"NE94001",NA,NA,"F"
"NE94502",NA,NA,"F"
"NE94002",NA,NA,"F"
"NE94015",NA,NA,"F"
"NE94003",NA,NA,"F"
"NE94012",NA,NA,"F"
"NE94008",NA,NA,"F"
"KR84562",NA,NA,"F"
"KR83082",NA,NA,"F"
"KR83081",NA,NA,"F"
"KR83092",NA,NA,"F"
"KR83095",NA,NA,"F"
"KR83100",NA,NA,"F"
"KR83091",NA,NA,"F"
"KR83098",NA,NA,"F"
"NE26798",NA,NA,"F"
"KR83086",NA,NA,"F"
"KR83096",NA,NA,"F"
"KR83085",NA,NA,"F"
"KR83093",NA,NA,"F"
"KR83094",NA,NA,"F"
"KR83087",NA,NA,"F"
"KR84566",NA,NA,"F"
"KR84555",NA,NA,"F"
"KR84550",NA,NA,"F"
"A003799",NA,NA,"F"
"NE94006",NA,NA,"F"
"KR84572",NA,NA,"F"
"NE94005",NA,NA,"F"
"KR84573",NA,NA,"F"
"NE95595",NA,NA,"F"
"NE95624",NA,NA,"F"
"NE95594",NA,NA,"F"
"KR81542",NA,NA,"F"
"NE95616",NA,NA,"F"
"NE95601",NA,NA,"F"
"NE95615",NA,NA,"F"
"NE95596",NA,NA,"F"
"NE95618",NA,NA,"F"
"NE95620",NA,NA,"F"
"NE95627",NA,NA,"F"
"NE95626",NA,NA,"F"
"NE96017",NA,NA,"F"
"NE93578",NA,NA,"F"
"NE93597",NA,NA,"F"
"NE93580",NA,NA,"F"
"NE93579",NA,NA,"F"
"NE93600",NA,NA,"F"
"NE93586",NA,NA,"F"
"NE93584",NA,NA,"F"
"NE93922",NA,NA,"F"
"NE93583",NA,NA,"F"
"NE93812",NA,NA,"F"
"NE93813",NA,NA,"F"
"NE93590",NA,NA,"F"
"NE93719",NA,NA,"F"
"NE93576",NA,NA,"F"
"NE93825",NA,NA,"F"
"NE93826",NA,NA,"F"
"NE93577",NA,NA,"F"
"NE93811",NA,NA,"F"
"NE93588",NA,NA,"F"
"NE93573",NA,NA,"F"
"NE93572",NA,NA,"F"
"NE93950",NA,NA,"F"
"NE96365",NA,NA,"F"
"NE96402",NA,NA,"F"
"NE96405",NA,NA,"F"
"NE96482",NA,NA,"F"
"NE96404",NA,NA,"F"
"NE93566",NA,NA,"F"
"NE96471",NA,NA,"F"
"NE96401",NA,NA,"F"
"NE94100",NA,NA,"F"
"NE95610",NA,NA,"F"
"NE93591",NA,NA,"F"
"NE93582",NA,NA,"F"
"NE93581",NA,NA,"F"
"NE93687",NA,NA,"F"
"NE95603",NA,NA,"F"
"NE93685",NA,NA,"F"
"NE93652",NA,NA,"F"
"A723883",NA,NA,"F"
"NE93690",NA,NA,"F"
"NE95622",NA,NA,"F"
"NE93654",NA,NA,"F"
"A007882",NA,NA,"F"
"A007867",NA,NA,"F"
"NC91028",NA,NA,"F"
"A007869",NA,NA,"F"
"NE93668",NA,NA,"F"
"NE95987",NA,NA,"F"
"NE95980",NA,NA,"F"
"A725775",NA,NA,"F"
"A007121",NA,NA,"F"
"B067148",NA,NA,"F"
"A007129",NA,NA,"F"
"B067123",NA,NA,"F"
"A007116",NA,NA,"F"
"A007123",NA,NA,"F"
"A722028",NA,NA,"F"
"A007134",NA,NA,"F"
"A007114",NA,NA,"F"
"NE96644",NA,NA,"F"
"NK59385",NA,NA,"F"
"NE93678",NA,NA,"F"
"B067118",NA,NA,"F"
"A007119",NA,NA,"F"
"A007124",NA,NA,"F"
"NE96619",NA,NA,"F"
"B067499",NA,NA,"F"
"A725950",NA,NA,"F"
"A007150",NA,NA,"F"
"B067127",NA,NA,"F"
"A007146",NA,NA,"F"
"A007145",NA,NA,"F"
"A007131",NA,NA,"F"
"B067124",NA,NA,"F"
"A007122",NA,NA,"F"
"A007128",NA,NA,"F"
"A007120",NA,NA,"F"
"B067132",NA,NA,"F"
"A725632",NA,NA,"F"
"B067133",NA,NA,"F"
"B067131",NA,NA,"F"
"NK59636",NA,NA,"F"
"B067120",NA,NA,"F"
"NE93673",NA,NA,"F"
"A723890",NA,NA,"F"
"NE95997",NA,NA,"F"
"NE95998",NA,NA,"F"
"NE96627",NA,NA,"F"
"NE97173",NA,NA,"F"
"NE96642",NA,NA,"F"
"A007878",NA,NA,"F"
"NE96638",NA,NA,"F"
"A725358",NA,NA,"F"
"A725359",NA,NA,"F"
"A725282",NA,NA,"F"
"NE96634",NA,NA,"F"
"A725344",NA,NA,"F"
"A725394",NA,NA,"F"
"A723987",NA,NA,"F"
"A725395",NA,NA,"F"
"A007866",NA,NA,"F"
"A007862",NA,NA,"F"
"NE95990",NA,NA,"F"
"NE93695",NA,NA,"F"
"A007863",NA,NA,"F"
"A007884",NA,NA,"F"
"A007675",NA,NA,"F"
"A007672",NA,NA,"F"
"A007831",NA,NA,"F"
"A007877",NA,NA,"F"
"A007880",NA,NA,"F"
"A007879",NA,NA,"F"
"NE95985",NA,NA,"F"
"A007700",NA,NA,"F"
"NE95988",NA,NA,"F"
"NE96649",NA,NA,"F"
"A007872",NA,NA,"F"
"A007876",NA,NA,"F"
"A007873",NA,NA,"F"
"A007871",NA,NA,"F"
"A007870",NA,NA,"F"
"NE95992",NA,NA,"F"
"A007674",NA,NA,"F"
"B067135",NA,NA,"F"
"B067126",NA,NA,"F"
"B067122",NA,NA,"F"
"B067129",NA,NA,"F"
"B067130",NA,NA,"F"
"B067128",NA,NA,"F"
"B067460",NA,NA,"F"
"B067150",NA,NA,"F"
"B068661",NA,NA,"F"
"B068662",NA,NA,"F"
"B068600",NA,NA,"F"
"A725001",NA,NA,"F"
"NN30276",NA,NA,"F"
"B068658",NA,NA,"F"
"B068653",NA,NA,"F"
"B068657",NA,NA,"F"
"B068555",NA,NA,"F"
"B069890",NA,NA,"F"
"A725181",NA,NA,"F"
"B069051",NA,NA,"F"
"B069189",NA,NA,"F"
"B069387",NA,NA,"F"
"BR27012",NA,NA,"F"
"B068282",NA,NA,"F"
"B069386",NA,NA,"F"
"A725179",NA,NA,"F"
"A725170",NA,NA,"F"
"B069479",NA,NA,"F"
"B069478",NA,NA,"F"
"B068283",NA,NA,"F"
"B068280",NA,NA,"F"
"A725739",NA,NA,"F"
"A725199",NA,NA,"F"
"B068581",NA,NA,"F"
"B069976",NA,NA,"F"
"A723930",NA,NA,"F"
"A725115",NA,NA,"F"
"A725734",NA,NA,"F"
"A725970",NA,NA,"F"
"A725127",NA,NA,"F"
"B068556",NA,NA,"F"
"B068656",NA,NA,"F"
"B068654",NA,NA,"F"
"B068565",NA,NA,"F"
"B069487",NA,NA,"F"
"B069042",NA,NA,"F"
"B069264",NA,NA,"F"
"B069236",NA,NA,"F"
"B069199",NA,NA,"F"
"B069132",NA,NA,"F"
"A725113",NA,NA,"F"
"JV92676",NA,NA,"F"
"JV92679",NA,NA,"F"
"C716487",NA,NA,"F"
"C121652",NA,NA,"F"
"JV92670",NA,NA,"F"
"B068597",NA,NA,"F"
"JV92666",NA,NA,"F"
"JV92674",NA,NA,"F"
"C716486",NA,NA,"F"
"JV92665",NA,NA,"F"
"JV92677",NA,NA,"F"
"JV92663",NA,NA,"F"
"B067827",NA,NA,"F"
"B068229",NA,NA,"F"
"B069557",NA,NA,"F"
"B069592",NA,NA,"F"
"B068250",NA,NA,"F"
"C375383",NA,NA,"F"
"C375381",NA,NA,"F"
"C696253",NA,NA,"F"
"C696274",NA,NA,"F"
"C716485",NA,NA,"F"
"A724431",NA,NA,"F"
"C716315",NA,NA,"F"
"A007890",NA,NA,"F"
"B067853",NA,NA,"F"
"B067854",NA,NA,"F"
"C716869",NA,NA,"F"
"B067856",NA,NA,"F"
"B067860",NA,NA,"F"
"B067862",NA,NA,"F"
"B067995",NA,NA,"F"
"B067851",NA,NA,"F"
"B067857",NA,NA,"F"
"B067858",NA,NA,"F"
"A725015",NA,NA,"F"
"C696747",NA,NA,"F"
"C696549",NA,NA,"F"
"C696749",NA,NA,"F"
"C696800",NA,NA,"F"
"B067949",NA,NA,"F"
"B067946",NA,NA,"F"
"C696748",NA,NA,"F"
"C696750",NA,NA,"F"
"C375415",NA,NA,"F"
"C375448",NA,NA,"F"
"C375416",NA,NA,"F"
"NN28452",NA,NA,"F"
"B067996",NA,NA,"F"
"B067864",NA,NA,"F"
"B067950",NA,NA,"F"
"C696468",NA,NA,"F"
"C716441",NA,NA,"F"
"C696273",NA,NA,"F"
"C696499",NA,NA,"F"
"C375396",NA,NA,"F"
"C375398",NA,NA,"F"
"C716452",NA,NA,"F"
"C375689",NA,NA,"F"
"C375811",NA,NA,"F"
"C375806",NA,NA,"F"
"B068381",NA,NA,"F"
"C695630",NA,NA,"F"
"C375681",NA,NA,"F"
"C375638",NA,NA,"F"
"B068394",NA,NA,"F"
"C375675",NA,NA,"F"
"C375683",NA,NA,"F"
"C375684",NA,NA,"F"
"C375674",NA,NA,"F"
"C695609",NA,NA,"F"
"C375645",NA,NA,"F"
"C375836",NA,NA,"F"
"C375679",NA,NA,"F"
"C695224",NA,NA,"F"
"C375604",NA,NA,"F"
"C695548",NA,NA,"F"
"C716666",NA,NA,"F"
"E067998",NA,NA,"F"
"E067900",NA,NA,"F"
"E068000",NA,NA,"F"
"C695208",NA,NA,"F"
"E067897",NA,NA,"F"
"E066179",NA,NA,"F"
"C695590",NA,NA,"F"
"C695575",NA,NA,"F"
"E067898",NA,NA,"F"
"C716667",NA,NA,"F"
"C375658",NA,NA,"F"
"C695531",NA,NA,"F"
"E066184",NA,NA,"F"
"C695594",NA,NA,"F"
"NN95717",NA,NA,"F"
"C375609",NA,NA,"F"
"C695250",NA,NA,"F"
"C695199",NA,NA,"F"
"B068366",NA,NA,"F"
"C375699",NA,NA,"F"
"C695225",NA,NA,"F"
"C695239",NA,NA,"F"
"C695213",NA,NA,"F"
"C695248",NA,NA,"F"
"C695209",NA,NA,"F"
"C695238",NA,NA,"F"
"C695256",NA,NA,"F"
"C695561",NA,NA,"F"
"C375626",NA,NA,"F"
"C695252",NA,NA,"F"
"C695254",NA,NA,"F"
"C695251",NA,NA,"F"
"C695537",NA,NA,"F"
"C695243",NA,NA,"F"
"E067010",NA,NA,"F"
"C375651",NA,NA,"F"
"C695616",NA,NA,"F"
"C375808",NA,NA,"F"
"C695600",NA,NA,"F"
"C695595",NA,NA,"F"
"C375812",NA,NA,"F"
"C375848",NA,NA,"F"
"E067812",NA,NA,"F"
"E066160",NA,NA,"F"
"E066042",NA,NA,"F"
"C375749",NA,NA,"F"
"C375775",NA,NA,"F"
"E067740",NA,NA,"F"
"E067712",NA,NA,"F"
"E066206",NA,NA,"F"
"E067701",NA,NA,"F"
"NN87415",NA,NA,"F"
"EO66320",NA,NA,"F"
"E066321",NA,NA,"F"
"C695701",NA,NA,"F"
"VB54400",NA,NA,"F"
"E066325",NA,NA,"F"
"VB54397",NA,NA,"F"
"E066316",NA,NA,"F"
"C695566",NA,NA,"F"
"C375773",NA,NA,"F"
"C375769",NA,NA,"F"
"C375777",NA,NA,"F"
"E135011",NA,NA,"F"
"E525897",NA,NA,"F"
"E135014",NA,NA,"F"
"E067720",NA,NA,"F"
"E067742",NA,NA,"F"
"E066203",NA,NA,"F"
"C375780",NA,NA,"F"
"E067717",NA,NA,"F"
"C375800",NA,NA,"F"
"E067719",NA,NA,"F"
"E067718",NA,NA,"F"
"E067728",NA,NA,"F"
"E067053",NA,NA,"F"
"E066227",NA,NA,"F"
"E066324",NA,NA,"F"
"E066326",NA,NA,"F"
"E066329",NA,NA,"F"
"E066314",NA,NA,"F"
"E181489",NA,NA,"F"
"E906677",NA,NA,"F"
"E906737",NA,NA,"F"
"C716889",NA,NA,"F"
"E906594",NA,NA,"F"
"E181472",NA,NA,"F"
"E906725",NA,NA,"F"
"E906704",NA,NA,"F"
"E906724",NA,NA,"F"
"E906672",NA,NA,"F"
"E181477",NA,NA,"F"
"E906558",NA,NA,"F"
"E984040",NA,NA,"F"
"E984158",NA,NA,"F"
"C695272",NA,NA,"F"
"E984039",NA,NA,"F"
"E984148",NA,NA,"F"
"E984061",NA,NA,"F"
"E984031",NA,NA,"F"
"E587353",NA,NA,"F"
"E984159",NA,NA,"F"
"E066320",NA,NA,"F"
"E956283",NA,NA,"F"
"C716895",NA,NA,"F"
"E956347",NA,NA,"F"
"E956351",NA,NA,"F"
"E587271",NA,NA,"F"
"E956247",NA,NA,"F"
"E956346",NA,NA,"F"
"E587300",NA,NA,"F"
"E066205",NA,NA,"F"
"E956251",NA,NA,"F"
"VB54800",NA,NA,"F"
"E956329",NA,NA,"F"
"E956248",NA,NA,"F"
"E956249",NA,NA,"F"
"E587208",NA,NA,"F"
"E956350",NA,NA,"F"
"A723150",NA,NA,"F"
"E984597",NA,NA,"F"
"E067800",NA,NA,"F"
"E984611",NA,NA,"F"
"E067787",NA,NA,"F"
"BO68366",NA,NA,"F"
"C716893",NA,NA,"F"
"A724418",NA,NA,"F"
"E985208",NA,NA,"F"
"E984594",NA,NA,"F"
"C375795",NA,NA,"F"
"C716968",NA,NA,"F"
"C375799",NA,NA,"F"
"A723117",NA,NA,"F"
"E984593",NA,NA,"F"
"VC57044",NA,NA,"F"
"C716993",NA,NA,"F"
"E587134",NA,NA,"F"
"E985016",NA,NA,"F"
"E956281",NA,NA,"F"
"E956214",NA,NA,"F"
"E956302",NA,NA,"F"
"E956216",NA,NA,"F"
"E956215",NA,NA,"F"
"C716898",NA,NA,"F"
"E587298",NA,NA,"F"
"E984916",NA,NA,"F"
"E984917",NA,NA,"F"
"E956386",NA,NA,"F"
"E956387",NA,NA,"F"
"C659292",NA,NA,"F"
"E984920",NA,NA,"F"
"E984172",NA,NA,"F"
"F465729",NA,NA,"F"
"E906992",NA,NA,"F"
"E906933",NA,NA,"F"
"E906932",NA,NA,"F"
"E906934",NA,NA,"F"
"E906920",NA,NA,"F"
"E906988",NA,NA,"F"
"E906964",NA,NA,"F"
"E906951",NA,NA,"F"
"E906977",NA,NA,"F"
"E906978",NA,NA,"F"
"E906935",NA,NA,"F"
"E587193",NA,NA,"F"
"E906948",NA,NA,"F"
"E906950",NA,NA,"F"
"E906976",NA,NA,"F"
"E956482",NA,NA,"F"
"E956474",NA,NA,"F"
"E906999",NA,NA,"F"
"C659250",NA,NA,"F"
"E984805",NA,NA,"F"
"E956761",NA,NA,"F"
"E984808",NA,NA,"F"
"F465098",NA,NA,"F"
"E956940",NA,NA,"F"
"F465087",NA,NA,"F"
"F464432",NA,NA,"F"
"E956717",NA,NA,"F"
"F465100",NA,NA,"F"
"F465075",NA,NA,"F"
"E984899",NA,NA,"F"
"E984897",NA,NA,"F"
"E956699",NA,NA,"F"
"F465016",NA,NA,"F"
"E985300",NA,NA,"F"
"E985311",NA,NA,"F"
"E985323",NA,NA,"F"
"E956370",NA,NA,"F"
"E985299",NA,NA,"F"
"E956521",NA,NA,"F"
"E906996",NA,NA,"F"
"E906995",NA,NA,"F"
"E956520",NA,NA,"F"
"F938530",NA,NA,"F"
"F465219",NA,NA,"F"
"E984640",NA,NA,"F"
"F491224",NA,NA,"F"
"F938529",NA,NA,"F"
"F938600",NA,NA,"F"
"F874265",NA,NA,"F"
"E984675",NA,NA,"F"
"F491384",NA,NA,"F"
"F874223",NA,NA,"F"
"F491734",NA,NA,"F"
"F491733",NA,NA,"F"
"F491737",NA,NA,"F"
"F491748",NA,NA,"F"
"F491735",NA,NA,"F"
"F491732",NA,NA,"F"
"E287353",NA,NA,"F"
"F937184",NA,NA,"F"
"F491309",NA,NA,"F"
"E956958",NA,NA,"F"
"VE33457",NA,NA,"F"
"E956996",NA,NA,"F"
"E956873",NA,NA,"F"
"E956947",NA,NA,"F"
"E956992",NA,NA,"F"
"E956998",NA,NA,"F"
"E956867",NA,NA,"F"
"E956991",NA,NA,"F"
"E956807",NA,NA,"F"
"F938599",NA,NA,"F"
"E984639",NA,NA,"F"
"F938051",NA,NA,"F"
"F465868",NA,NA,"F"
"F465825",NA,NA,"F"
"F491329",NA,NA,"F"
"F464596",NA,NA,"F"
"F464593",NA,NA,"F"
"F464597",NA,NA,"F"
"F464519",NA,NA,"F"
"F464594",NA,NA,"F"
"F464595",NA,NA,"F"
"E956828",NA,NA,"F"
"F464598",NA,NA,"F"
"F464518",NA,NA,"F"
"E464517",NA,NA,"F"
"F464599",NA,NA,"F"
"F874418",NA,NA,"F"
"F937172",NA,NA,"F"
"E956999",NA,NA,"F"
"VH12033",NA,NA,"F"
"F938314",NA,NA,"F"
"F938316",NA,NA,"F"
"F938300",NA,NA,"F"
"F938301",NA,NA,"F"
"F938315",NA,NA,"F"
"H303224",NA,NA,"F"
"F952300",NA,NA,"F"
"F874754",NA,NA,"F"
"F937888",NA,NA,"F"
"F937804",NA,NA,"F"
"F937838",NA,NA,"F"
"F937897",NA,NA,"F"
"F937895",NA,NA,"F"
"F937890",NA,NA,"F"
"F937886",NA,NA,"F"
"VH21607",NA,NA,"F"
"E368873",NA,NA,"F"
"F938299",NA,NA,"F"
"F874639",NA,NA,"F"
"F874793",NA,NA,"F"
"F464051",NA,NA,"F"
"F464521",NA,NA,"F"
"F464256",NA,NA,"F"
"F937893",NA,NA,"F"
"F937896",NA,NA,"F"
"F937863",NA,NA,"F"
"F937898",NA,NA,"F"
"F938333",NA,NA,"F"
"F938325",NA,NA,"F"
"F938336",NA,NA,"F"
"F938335",NA,NA,"F"
"F938401",NA,NA,"F"
"F833132",NA,NA,"F"
"F938402",NA,NA,"F"
"F938332",NA,NA,"F"
"F873525",NA,NA,"F"
"F873530",NA,NA,"F"
"F873526",NA,NA,"F"
"F873520",NA,NA,"F"
"F873524",NA,NA,"F"
"F873517",NA,NA,"F"
"F873527",NA,NA,"F"
"F873521",NA,NA,"F"
"VJ57743",NA,NA,"F"
"F952695",NA,NA,"F"
"F952694",NA,NA,"F"
"VH21137",NA,NA,"F"
"F952682",NA,NA,"F"
"F952681",NA,NA,"F"
"VH21135",NA,NA,"F"
"F465944",NA,NA,"F"
"E066386",NA,NA,"F"
"F952685",NA,NA,"F"
"F952683",NA,NA,"F"
"VH64370",NA,NA,"F"
