"Box","laydate.change","standard.error","Oak_health_20m","Oak_health_50m","Oak_health_75m","Oak_health_100m","Oak_health_125m","Oak_health_150m","Oak_health_175m","Oak_health_200m","Oak_health_250m","No_trees_20m","No_trees_50m","No_trees_75m","No_trees_100m","No_trees_125m","No_trees_150m","No_trees_175m","No_trees_200m","No_trees_225m","No_trees_250m","territory_area","Mean_territory_area","edge.EDI.","altitude.m.","northness","habitat.type","soil.type","occupancy","duration"
"MP85",-0.38931651673931,0.178257415191434,NA,1,1.5,1.7,1.58333333333333,1.64705882352941,1.91304347826087,1.8974358974359,2.24615384615385,0,2,6,9,11,16,22,38,46,62,2002.84535800107,7796.39615507108,18.0034,79.5168,0.192837089,"3","3",14,49
"MP86",-0.530375552282769,0.09564464947368,1.33333333333333,1.85714285714286,1.6,1.61538461538462,1.64285714285714,1.66666666666667,1.61904761904762,1.86206896551724,1.87755102040816,3,6,9,12,13,17,20,28,36,48,2200.78700440563,7192.89831744916,3.91494,82.0208,0.72914065,"3","3",15,48
"MP87",0.0404645934807109,0.266120249817754,1,1.75,1.61538461538462,1.6,1.63157894736842,1.76190476190476,1.72,1.66666666666667,1.72727272727273,2,7,12,14,18,20,24,26,28,32,2502.90564166382,9585.46940169469,30.7746,79.741,0.496340753,"3","3",9,32
"MP88",-0.228490072341081,0.0777334668388611,2,1.33333333333333,1.76923076923077,1.83333333333333,1.70833333333333,1.68,1.65384615384615,1.72413793103448,1.83333333333333,1,6,12,17,23,24,25,28,31,35,4289.72028688341,8325.52592457582,33.3345,80.2175,0.55170701,"3","3",9,51
"MP89",-0.133776934953347,0.0773679884255286,2.5,2.16666666666667,1.77777777777778,1.78571428571429,1.73684210526316,1.66666666666667,1.93548387096774,1.95348837209302,2.01538461538462,2,6,9,14,19,24,30,42,50,62,3968.65821712837,9498.51002441628,9.82611,82.1434,0.868402266,"3","3",19,56
"MP9",-0.276490066225166,0.240854774833871,3,2.66666666666667,2.44444444444444,2.25,2.16666666666667,2,2.04255319148936,2.01960784313725,2.08695652173913,1,6,9,12,24,31,47,51,60,68,736.814252858981,3278.69011792899,3.85503,71.8843,0.916298434,"3","3",9,34
"MP90",-0.187832899789421,0.128925063495438,NA,1.75,1.9,2.11764705882353,2.04166666666667,2.07142857142857,2,2,2.0958904109589,0,4,10,17,24,28,41,50,57,70,4098.5120082302,19053.5526948102,44.0355,78.3301,0.997373107,"3","3",19,46
"MP91",-0.608858057630748,0.16544135248389,NA,2,2,2,1.92307692307692,2,2.09302325581395,2.15384615384615,2.21428571428571,0,6,11,15,26,36,43,52,60,69,1916.37954824464,9672.82541849783,80.1355,73.2151,0.919329119,"3","3",3,32
"MP92",-0.53395616241466,0.177503709275734,NA,2.2,2.09090909090909,1.85,1.95454545454545,2,2,2.09302325581395,2.0952380952381,0,5,11,20,22,29,39,43,53,63,2847.27076780424,9929.83336026072,61.1954,71.6766,0.635546107,"3","3",13,32
"MP93",-0.359060402684563,0.163732833266945,2,1.8,1.91666666666667,1.85714285714286,1.88888888888889,1.95652173913043,2.03571428571429,2,2.05882352941176,1,5,12,14,18,23,28,36,46,51,4628.3893396575,10724.5110983747,33.952,69.63,0.463897601,"3","3",15,37
"MP94",0.198630136986219,0.937205573958465,1,1.33333333333333,1.66666666666667,1.75,1.91666666666667,1.8,1.95,1.91666666666667,1.97674418604651,1,3,6,8,12,15,20,24,33,43,3256.35995569732,5559.81971617253,2.90631,66.8097,0.846744229,"3","3",3,9
"MP95",-0.136533788664873,0.160921572924819,2,2,2.33333333333333,1.9,2,1.92307692307692,1.93548387096774,1.86842105263158,1.98333333333333,1,1,3,10,17,26,31,38,56,60,5475.11445579911,9835.3512150299,29.6373,71.4737,0.996986777,"3","3",12,34
"MP96",-0.141593348158174,0.163408369047427,1,2,2.11111111111111,2.08333333333333,1.9047619047619,1.9375,2.02222222222222,2.11320754716981,2.15789473684211,1,3,9,12,21,32,45,53,65,75,2395.28663679399,11383.8739395905,74.529,74.021,0.996549702,"3","3",11,38
"MP97",0.671641791044793,0.313669657037754,2.14285714285714,2.76470588235294,2.7,2.58333333333333,2.37931034482759,2.25714285714286,2.17073170731707,2.125,2.09836065573771,5,12,14,17,22,28,34,41,43,52,4058.42805349268,13520.8286827975,4.85645,120.486,-0.923872853,"3","2",5,12
"MP98",-0.131212723658089,0.634131882677159,1.90909090909091,2.5,2.54545454545455,2.40740740740741,2.35483870967742,2.27777777777778,2.22727272727273,2.22448979591837,2.14285714285714,10,12,16,20,24,29,37,41,44,47,9344.85425664857,13340.726010278,7.74002,120.32,-0.876928155,"3","2",7,14
"O1",-0.0497933884297535,0.141594724404194,3.33333333333333,1.85185185185185,1.84615384615385,1.8019801980198,1.86923076923077,1.86666666666667,1.8391959798995,1.82426778242678,1.82282282282282,3,27,65,101,130,163,195,234,278,320,2100.46490784863,11116.9085246954,86.2697,118.231,0.762386042,"2","3",12,55
"O10",-0.0949241540256677,0.164287933508798,1.5,1.47368421052632,1.62745098039216,1.68674698795181,1.86046511627907,1.95652173913043,2.01036269430052,1.9620253164557,2.02795031055901,2,19,51,83,129,158,187,230,268,302,4625.30506240475,12997.8412213156,79.039,107.634,0.693703591,"2","3",11,35
"O100",-0.385656970912734,0.120554091676679,NA,1,1.1,1.11111111111111,1.26190476190476,1.18965517241379,1.21348314606742,1.22727272727273,1.19318181818182,0,1,10,27,40,56,86,106,134,172,4019.72495335992,39477.8052798651,299.93,127.312,-0.752633297,"2","2",11,42
"O101",-0.229903536977492,0.178351220061906,NA,NA,NA,1.625,1.27777777777778,1.21621621621622,1.29508196721311,1.26595744680851,1.31182795698925,0,0,0,7,17,36,58,90,126,178,16692.6890673153,38088.2034405661,352.006,135.622,-0.764584034,"2","2",12,50
"O102",-0.250097833434129,0.170039382955869,NA,NA,1,1.05882352941176,1.34210526315789,1.375,1.26086956521739,1.20879120879121,1.21621621621622,0,0,6,17,36,45,66,88,128,180,8816.86926914379,23787.0178570657,369.098,128.346,-0.881699026,"2","2",10,54
"O103",-0.459548447789272,0.149149852480697,1,1.17391304347826,1.19354838709677,1.16666666666667,1.14583333333333,1.19718309859155,1.14423076923077,1.14545454545455,1.19246861924686,3,22,30,35,47,69,102,162,206,235,7699.90593261272,28155.735636405,337.977,117.801,-0.52260273,"2","2",10,33
"O104",-0.160237388724036,0.120692740983983,1,1,1,1.16666666666667,1.26,1.23728813559322,1.21978021978022,1.24242424242424,1.17180616740088,1,11,33,41,48,57,89,129,191,224,2591.39154693484,29494.9868376527,370.876,118.052,-0.851845801,"2","2",15,51
"O105",-0.39213322036108,0.117837711712631,1,1,1.04761904761905,1.16279069767442,1.24137931034483,1.27272727272727,1.24271844660194,1.23664122137405,1.18636363636364,1,9,21,42,56,64,101,129,170,217,7443.17445180379,28280.9437828281,403.64,115.697,-0.962559391,"2","2",17,55
"O106",-0.184179558566056,0.0847771438098295,1,1.04761904761905,1.03448275862069,1.11627906976744,1.29113924050633,1.27522935779817,1.24242424242424,1.21637426900585,1.2093023255814,2,21,29,43,78,107,130,169,193,212,7006.68189188605,23080.7746388786,375.283,109.797,-0.880733731,"2","2",17,53
"O107",-0.240062459689734,0.130984701549596,1.5,1.16666666666667,1.32432432432432,1.25,1.2375,1.29,1.24,1.27044025157233,1.39183673469388,2,12,37,68,80,99,124,156,200,239,5071.24309507199,22731.1137577154,324.357,104.131,-0.999872765,"2","2",12,55
"O108",-0.506161298546778,0.206728799374851,1,1.11111111111111,1.30769230769231,1.23728813559322,1.25,1.25714285714286,1.24293785310734,1.22641509433962,1.24305555555556,1,9,25,58,101,137,174,209,244,284,3481.53931606561,18174.5150837315,349.499,99.7213,-0.945382119,"2","3",8,44
"O109",-0.390018154452498,0.125519894426791,1,1.55555555555556,1.68421052631579,1.43181818181818,1.30952380952381,1.27692307692308,1.29012345679012,1.25757575757576,1.26331360946746,4,8,16,41,81,127,159,195,248,334,3105.96185593121,18411.2122960611,354.29,98.9265,-0.99877179,"2","3",25,54
"O11",-0.255338935202102,0.0984645413514891,2.66666666666667,1.95238095238095,2.06896551724138,2,1.97701149425287,2.17924528301887,2.09375,2.11711711711712,2.2884012539185,5,20,27,50,82,97,149,208,253,293,5938.92636564001,27788.2250668443,33.1017,105.397,-0.375625859,"2","3",26,45
"O110",-0.531272994849153,0.136196796904415,3,2,2,1.60714285714286,1.45762711864407,1.33928571428571,1.31081081081081,1.30526315789474,1.296918767507,1,10,13,25,56,109,145,187,255,353,4452.59007366933,14015.0325164319,348.239,98.3053,-0.751529015,"2","3",10,45
"O111",-0.400996264009967,0.108259838667669,3.66666666666667,3,2.33333333333333,1.88888888888889,1.65853658536585,1.50666666666667,1.35502958579882,1.32706766917293,1.31679389312977,1,5,9,24,38,72,166,262,386,519,5006.83459690399,11925.7644841819,372.462,98.7217,-0.366598658,"2","3",9,48
"O112",-0.641582150101419,0.110836723778937,NA,2.6,2.7,2.04545454545455,1.70588235294118,1.40909090909091,1.32710280373832,1.3091922005571,1.33711507293355,0,3,7,19,48,107,210,354,492,609,1991.34607409494,16288.9489002748,403.242,100.02,-0.307373226,"2","3",11,51
"O113",-0.109338521400771,0.114402669389349,NA,1,1.14285714285714,1.12,1.08695652173913,1.11827956989247,1.1404958677686,1.14457831325301,1.13372093023256,0,5,14,49,68,92,119,164,269,340,5762.4602047056,22478.1700396941,221.955,122.241,-0.793714447,"2","2",14,55
"O114",-0.25966010733453,0.171961471311862,1,1,1,1.13333333333333,1.09302325581395,1.05839416058394,1.04017857142857,1.05882352941176,1.15492957746479,1,7,15,44,85,136,223,271,309,349,8791.60743669397,27935.2865302711,260.899,116.264,-0.907667635,"2","2",9,35
"O115",-0.269133849038909,0.152407598599059,1,1.05,1.03125,1.03333333333333,1.025,1.05681818181818,1.11363636363636,1.11832061068702,1.1536312849162,13,40,64,90,120,175,216,258,311,353,9122.62847667513,24018.6549801217,306.225,111.39,-0.953443646,"2","2",13,41
"O116",-0.503611971104231,0.420843272380237,1,1.02777777777778,1.04477611940298,1.04273504273504,1.0551724137931,1.07228915662651,1.12442396313364,1.14869888475836,1.21702127659574,4,36,67,117,145,165,214,265,352,463,9156.90095273219,29571.6436834249,315.101,109.588,-0.999987888,"2","2",4,43
"O117",-0.528580024067392,0.160348310078367,2,1.09803921568627,1.0609756097561,1.06,1.08474576271186,1.06578947368421,1.07142857142857,1.09926470588235,1.18736383442266,2,51,82,100,117,151,195,271,352,453,14664.1173105948,34148.8028227761,257.75,111.965,-0.86344838,"2","2",13,51
"O118",-0.0557733428367843,0.25915475743229,1,1,1.08974358974359,1.08411214953271,1.06976744186047,1.06329113924051,1.07843137254902,1.10833333333333,1.15757575757576,1,34,77,106,128,157,203,238,277,325,5998.09051779378,25938.3944232849,195.492,118.277,-0.93089652,"2","2",7,38
"O119",-0.183260869565214,0.145588449024411,1,1.11428571428571,1.09210526315789,1.09473684210526,1.07758620689655,1.0962962962963,1.13294797687861,1.15833333333333,1.18731117824773,6,34,75,94,115,134,171,237,285,325,5332.84533023462,35479.6180542624,167.778,118.984,-0.947662587,"2","2",9,32
"O12",-0.0288604180714788,0.121327779599883,3,2.16666666666667,2.23076923076923,2.23880597014925,2.125,2.24050632911392,2.26600985221675,2.2914979757085,2.23013698630137,1,17,37,61,96,145,183,223,276,337,6404.23947050516,26795.8160393596,104.061,109.419,0.236312453,"2","3",14,55
"O13",-0.0364851691964922,0.114189265901409,3,2.35714285714286,2.25,2.30188679245283,2.2962962962963,2.28571428571429,2.19745222929936,2.19811320754717,2.33860759493671,1,13,28,47,73,109,145,196,250,288,8798.52539086994,27483.8985022295,61.3745,107.023,-0.430495344,"2","3",9,56
"O13A",-0.40207822196565,0.141085897275706,2.5,2.875,2.3,2.42105263157895,2.31868131868132,2.27480916030534,2.2280701754386,2.28193832599119,2.33641975308642,2,12,26,51,82,120,156,207,248,296,4862.84446179494,28528.6029013653,84.5423,108.454,-0.421320749,"2","3",11,45
"O14",-0.380160960045718,0.176661327666479,2.8,2.05555555555556,2.15384615384615,2.14634146341463,2.32743362831858,2.38888888888889,2.25943396226415,2.15671641791045,2.09873417721519,4,16,47,75,100,142,191,246,309,367,16631.2503467095,28392.3247195952,159.606,114.304,0.048570849,"5","2",8,46
"O15",-0.0732560069718221,0.111350850311443,1.33333333333333,2.16666666666667,2.21621621621622,2.17948717948718,2.09756097560976,2.21301775147929,2.25112107623318,2.25978647686833,2.09183673469388,3,17,34,72,115,153,202,254,305,365,4393.37049654126,30464.7475723913,127.222,110.714,-0.3297236,"2","3",17,57
"O16",-0.473942458668144,0.103612990069609,1,2.57894736842105,2.31111111111111,2.33333333333333,2.29166666666667,2.2,2.11016949152542,2.06020066889632,1.97448979591837,1,17,41,60,107,160,219,278,331,369,3873.65261271037,34148.5831257015,173.5,115.536,0.410639285,"2","3",17,56
"O17",0.118925831202057,0.300199622044906,5,2.78571428571429,2.35714285714286,2.25641025641026,2.23140495867769,2.09937888198758,2.04040404040404,1.96078431372549,1.88328912466844,0,13,38,72,111,150,185,240,307,357,9141.52082604263,31760.4047652343,224.332,122.634,0.813922905,"5","2",7,30
"O18",-0.304697440073289,0.116830716384,1.5,1.71875,1.80357142857143,1.80952380952381,1.8740157480315,1.86875,1.88405797101449,1.87007874015748,1.78097982708934,4,32,56,84,125,157,201,244,285,334,2055.25897765812,8112.37617022872,130.291,120.028,0.185546565,"2","2",11,58
"O19",-0.283888334284084,0.100591998215257,2,1.97297297297297,2.06779661016949,1.97087378640777,1.98591549295775,1.93370165745856,1.92888888888889,1.93014705882353,1.91618497109827,4,37,59,103,140,177,216,258,291,328,3818.48282633876,15367.7898312744,134.553,117.864,0.999250834,"2","3",15,50
"O2",-0.285567645247386,0.111872298279417,1.83333333333333,1.82857142857143,1.98507462686567,1.92929292929293,1.90225563909774,1.86440677966102,1.8695652173913,1.91164658634538,1.9079754601227,6,35,67,99,132,175,203,240,271,310,2147.67849666688,10326.9818273884,97.8094,112.9,0.996294433,"2","3",8,54
"O20",-0.205330141129027,0.121759561921325,2,1.83333333333333,1.94545454545455,1.95555555555556,2.01470588235294,2.00518134715026,1.97967479674797,1.99288256227758,2.00287356321839,1,24,55,90,133,188,236,266,293,326,5046.72988375212,18098.3655417148,126.071,110.187,0.968770826,"2","3",17,56
"O21",-0.414465786314526,0.15547156612789,2,1.72222222222222,1.76,1.75581395348837,1.78048780487805,1.80519480519481,1.78421052631579,1.76754385964912,1.72897196261682,2,18,50,86,122,152,188,224,272,311,1303.52608738234,9567.47775709759,59.0424,117.521,0.012531136,"2","3",13,49
"O22",-0.305454110040113,0.211561240590471,2,1.6,1.72413793103448,1.73015873015873,1.7029702970297,1.73529411764706,1.7247191011236,1.67441860465116,1.68243243243243,2,10,29,62,100,134,176,213,255,291,1656.29993865453,9368.52642997561,24.3832,116.446,-0.826324442,"2","3",8,48
"O23",-0.289507705036714,0.149545441395164,1.66666666666667,1.375,1.35,1.62222222222222,1.63218390804598,1.65354330708661,1.63313609467456,1.63207547169811,1.66425992779783,3,8,20,44,86,125,167,210,243,273,2494.96223631501,8332.08237793241,11.8051,116.251,-0.991481273,"5","3",13,56
"O24",-0.254118243365554,0.102848184426162,1,1.2,1.36363636363636,1.30555555555556,1.24444444444444,1.23170731707317,1.29203539823009,1.41428571428571,1.53982300884956,1,10,21,35,44,81,112,139,179,223,2999.35645609163,7453.72769789732,20.7543,111.844,-0.821686729,"5","3",10,57
"O25",-0.250949671772432,0.097477575364086,1,1.52941176470588,1.32258064516129,1.23188405797101,1.21739130434783,1.21428571428571,1.29323308270677,1.43103448275862,1.6044776119403,1,16,30,68,91,111,132,172,219,263,3115.85718325898,11792.9344194294,66.1919,106.693,-0.930327987,"5","3",19,55
"O26",-0.296901729709174,0.173878612861821,1,1.23076923076923,1.16,1.25,1.22033898305085,1.20987654320988,1.20792079207921,1.2578125,1.57281553398058,1,13,25,35,58,80,100,126,161,201,1654.97293560719,10456.4425291848,22.1073,109.155,-0.809509132,"5","3",6,34
"O27",-0.309815242494227,0.060444786945049,1,1,1,1.2,1.24242424242424,1.28,1.22972972972973,1.28846153846154,1.49142857142857,2,3,11,20,32,49,73,103,137,172,936.834347113036,4012.68122843475,1.72118,114.192,-0.850756077,"5","3",17,57
"O27A",-0.138392599017057,0.0969745290844946,1,1,1.07692307692308,1.15384615384615,1.16279069767442,1.2,1.25675675675676,1.23364485981308,1.39490445859873,1,4,13,26,43,59,72,105,125,154,583.663578080013,5388.3678721194,0.282111,109.411,-0.847131196,"5","3",23,59
"O28",-0.387284128289476,0.116200433559708,1,1.07692307692308,1.14285714285714,1.16666666666667,1.19354838709677,1.25609756097561,1.21818181818182,1.22834645669291,1.48453608247423,3,13,28,48,61,80,108,125,147,190,6128.27641705377,11990.1478390383,0.408664,105.168,-0.829681166,"5","3",23,59
"O29",-0.370310892530048,0.106469700967502,2,2.125,2.19444444444444,1.88157894736842,1.80952380952381,1.75886524822695,1.76878612716763,1.75609756097561,1.74822695035461,2,16,36,75,104,139,171,203,240,276,2376.06330427164,7031.43540100518,24.032,115.163,0.995152168,"2","3",15,55
"O3",-0.326703781915914,0.0784471518609713,1.8,1.96875,1.98412698412698,1.93406593406593,1.85365853658537,1.8375,1.82887700534759,1.8609865470852,1.88628762541806,5,32,63,90,122,159,185,218,254,287,2286.11233817809,12465.433016751,74.6038,111.623,0.985896901,"5","3",13,51
"O30",-0.343223996547252,0.130675794873995,1.14285714285714,1.41666666666667,1.57142857142857,1.7375,1.72413793103448,1.79354838709677,1.7979274611399,1.74590163934426,1.73780487804878,7,24,49,79,115,154,189,239,289,318,1311.40175782237,11960.3948570805,82.9586,118.028,-0.803825715,"2","3",15,43
"O30A",-0.115241635687732,0.119635282672246,1,1.30769230769231,1.32432432432432,1.27586206896552,1.35955056179775,1.47368421052632,1.52247191011236,1.57276995305164,1.67905405405405,1,12,36,57,88,132,177,212,251,289,3424.35443649627,12685.4221408799,71.4926,112.449,-0.85983445,"5","3",15,44
"O31",-0.40194807745179,0.154823462248147,1,1.64,1.66,1.75,1.77165354330709,1.83225806451613,1.81313131313131,1.77593360995851,1.74626865671642,5,25,50,84,126,154,194,236,287,324,949.339347266126,10173.3944129342,89.8335,118.953,-0.751275653,"2","3",10,49
"O32",-0.346298339946935,0.0999394725780262,1.5,1.57142857142857,1.34210526315789,1.21621621621622,1.20192307692308,1.2436974789916,1.35374149659864,1.484375,1.67235494880546,2,13,37,73,103,118,145,189,230,285,3226.94315848313,11154.3144582932,87.0781,105.521,-0.897958459,"5","3",17,59
"O33",0.0488311120821495,0.163785089593998,2,1.4375,1.28571428571429,1.32142857142857,1.31683168316832,1.37062937062937,1.41279069767442,1.51658767772512,1.67540983606557,1,15,34,55,100,142,171,208,252,298,2272.13497837586,8365.57403362854,125.973,109.634,-0.991015909,"2","3",13,32
"O34",-0.317081046173717,0.0930341597013409,1.5,1.28571428571429,1.24137931034483,1.23333333333333,1.31521739130435,1.34677419354839,1.375,1.46153846153846,1.58904109589041,6,14,29,59,91,121,156,202,246,284,3704.23659566091,11562.201923666,127.669,101.803,-0.780233943,"4","3",20,58
"O35",-0.305986696230597,0.152171706756302,1,1.41666666666667,1.43478260869565,1.34090909090909,1.39705882352941,1.33333333333333,1.36774193548387,1.48792270531401,1.66776315789474,1,12,23,44,67,113,153,202,256,294,4406.49743814394,8890.54891267031,167.923,106.586,-0.994996457,"2","3",6,31
"O36",-0.279155251141552,0.107324860887686,1,1.2,1.20833333333333,1.32692307692308,1.37362637362637,1.42063492063492,1.5,1.49029126213592,1.55862068965517,1,15,24,51,89,122,168,200,247,282,4678.39453286468,16987.3281935945,133.846,99.8626,-0.80734154,"4","3",19,58
"O37",-0.460167871832585,0.0770365307123937,NA,1.16666666666667,1.41666666666667,1.53846153846154,1.50793650793651,1.4453781512605,1.52121212121212,1.52132701421801,1.54421768707483,0,6,24,38,61,116,159,204,248,286,5455.99885272793,15124.9670350886,168.397,102.329,-0.448305212,"2","3",20,58
"O38",-0.219104694452011,0.0805426373597986,1.5,1.91666666666667,1.57142857142857,1.49180327868852,1.62264150943396,1.54362416107383,1.53072625698324,1.56190476190476,1.54074074074074,2,11,26,59,101,144,174,203,230,263,5066.98267616145,20995.5939306042,145.811,97.4083,-0.040829352,"4","3",20,56
"O38A",-0.357089997122065,0.0944595894995522,3,2.2,1.79591836734694,1.66666666666667,1.63888888888889,1.56944444444444,1.55747126436782,1.59803921568627,1.5719696969697,3,17,46,68,103,139,169,198,225,257,5963.34844215959,27784.5710503053,113.079,91.4524,-0.057442056,"4","3",22,47
