"Box","laydate.change","standard.error","Oak_health_20m","Oak_health_50m","Oak_health_75m","Oak_health_100m","Oak_health_125m","Oak_health_150m","Oak_health_175m","Oak_health_200m","Oak_health_250m","No_trees_20m","No_trees_50m","No_trees_75m","No_trees_100m","No_trees_125m","No_trees_150m","No_trees_175m","No_trees_200m","No_trees_225m","No_trees_250m","territory_area","Mean_territory_area","edge.EDI.","altitude.m.","northness","habitat.type","soil.type","occupancy","duration"
"C121",-0.491600419979,0.190395924256734,1.1,1.28,1.48148148148148,1.52247191011236,1.43253968253968,1.45424836601307,1.47683923705722,1.49187935034803,1.49142857142857,10,50,105,172,244,295,352,413,466,505,770.228150622454,6626.13254184372,31.0283,91.3957,-0.998865073,"5","3",9,42
"C122",0.50720461095103,0.47162420051104,1.2,1.45,1.4,1.4468085106383,1.51207729468599,1.47079037800687,1.47683923705722,1.47835990888383,1.49158878504673,5,39,94,138,199,281,353,422,464,514,1261.72752367891,4863.20485742786,35.3655,92.6703,-0.995690776,"5","3",6,16
"C123",-0.411740988629942,0.122276021898479,1.5,1.675,1.53333333333333,1.5188679245283,1.50609756097561,1.47916666666667,1.50470219435737,1.49614395886889,1.51315789473684,6,38,73,104,160,233,308,375,455,510,2434.44786452595,5981.59470902453,70.632,96.1178,-0.506410059,"5","3",6,43
"C125",-0.266991717088648,0.0985202540862072,NA,2,1.58695652173913,1.53125,1.47586206896552,1.51269035532995,1.54440154440154,1.54573170731707,1.54385964912281,0,17,45,94,142,191,248,315,385,437,777.081612202805,8808.76748465426,131.774,100.143,-0.220373987,"5","3",13,49
"C126",-0.294672818791944,0.272349014263469,1.11111111111111,1.35714285714286,1.54545454545455,1.59756097560976,1.53125,1.47651006711409,1.4934036939314,1.48678414096916,1.50434782608696,9,41,95,155,214,288,364,437,506,551,1195.84662887349,8259.53776507862,145.255,98.5311,-0.96352777,"5","3",5,54
"C127",-0.407142857142857,0.329490728157396,1.2,1.41025641025641,1.5,1.55828220858896,1.49583333333333,1.45510835913313,1.48148148148148,1.51428571428571,1.51290877796902,5,38,97,155,230,313,391,469,525,556,1069.15080308169,8343.42194050444,137.028,97.411,-0.905457713,"5","3",9,29
"C128",-0.351808146174343,0.158556430214434,1.11111111111111,1.43396226415094,1.52222222222222,1.5,1.49145299145299,1.48923076923077,1.49370277078086,1.48282828282828,1.51060070671378,9,53,87,142,225,313,383,476,512,542,728.383306032862,6978.16931847088,101.269,95.9306,-0.99664739,"5","3",8,38
"C129",-0.442055291817908,0.328870787767686,1.6,1.70967741935484,1.41666666666667,1.39459459459459,1.46048109965636,1.49376558603491,1.48744769874477,1.4904214559387,1.50868055555556,5,29,92,179,279,383,458,501,534,553,1645.51506017614,8410.08260044259,114.028,94.3742,-0.825507719,"5","3",6,28
"C13",-0.706185567010301,0.37425583432948,1.75,1.51063829787234,1.5,1.4375,1.43877551020408,1.5,1.5125,1.48670212765957,1.48155737704918,4,44,82,138,187,241,304,360,423,467,1174.40261004819,7060.10833905856,42.8738,88.6575,-0.984539887,"5","3",5,31
"C130",-0.419599161034723,0.109978887251321,1.125,1.40740740740741,1.45323741007194,1.47196261682243,1.42574257425743,1.45584045584046,1.47549019607843,1.49568965517241,1.5072202166065,8,52,134,206,293,336,390,444,494,532,986.168109043036,7113.52144263358,70.2498,91.6799,-0.937154168,"5","3",12,43
"C131",-0.381287319097257,0.111826027992814,1.2,1.27027027027027,1.41496598639456,1.4549356223176,1.45901639344262,1.46498599439776,1.46793349168646,1.48608137044968,1.50273224043716,5,71,141,223,292,342,405,447,490,527,913.524044905673,11323.1973677341,83.2895,90.4261,-0.999560378,"5","3",10,53
"C132",-0.365398750459393,0.0677275381717679,1.45454545454545,1.575,1.3716814159292,1.46583850931677,1.45957446808511,1.52559726962457,1.48275862068966,1.48017621145374,1.49438202247191,10,36,108,153,224,278,361,434,478,512,1354.61632559728,7139.71416568544,80.2332,91.2344,-0.937622231,"5","3",9,54
"C133",-0.353658536585367,0.130716456145941,1.61538461538462,1.45238095238095,1.38144329896907,1.40957446808511,1.48447204968944,1.47317073170732,1.48861283643892,1.49525616698292,1.50617283950617,11,39,93,178,307,392,463,505,521,544,1749.77832431291,10082.1551824919,123.91,92.7292,-0.990209685,"5","3",7,47
"C134",-0.343990546927755,0.152101716773795,1.2,1.57575757575758,1.5421686746988,1.53061224489796,1.43373493975904,1.4468085106383,1.51020408163265,1.49152542372881,1.50176056338028,5,30,77,137,236,359,469,509,532,545,1673.03513166937,9121.96828748875,151.087,96.5506,-0.92591674,"5","3",14,52
"C135",-0.509602349751468,0.150472906309359,5,1.57142857142857,1.5,1.52173913043478,1.46341463414634,1.515625,1.66666666666667,1.65693430656934,1.54379562043796,0,6,13,22,40,63,89,130,180,265,3185.10360431229,10382.41359088,56.7018,111.764,-0.502008945,"5","2",11,44
"C136",-0.440055366269147,0.219672130724773,1.33333333333333,1.63636363636364,1.34615384615385,1.57446808510638,1.64935064935065,1.54166666666667,1.59887005649718,1.57916666666667,1.55799373040752,3,11,26,46,73,116,170,231,266,307,1208.42856666567,8631.65711341652,109.231,103.027,-0.429849352,"5","2",10,49
"C137",-0.366728797763286,0.194427319415162,1,1.75,1.75757575757576,1.49206349206349,1.47863247863248,1.55932203389831,1.54424778761062,1.55913978494624,1.51127819548872,1,12,32,62,115,171,218,268,323,386,749.784682732075,7262.77440330919,145.258,NA,-0.391807272,"5","2",10,45
"C138",-0.397894736842105,0.203811096845749,1,1.28571428571429,1.35,1.62857142857143,1.75438596491228,1.64285714285714,1.55384615384615,1.57222222222222,1.58052434456929,1,7,20,34,54,81,126,174,222,257,685.005977615714,8188.14119729113,80.2588,100.712,-0.962346196,"5","2",7,44
"C139",-0.337349397590407,1.31386080773162,NA,1.42857142857143,1.44444444444444,1.6969696969697,1.72727272727273,1.61764705882353,1.61052631578947,1.57246376811594,1.57959183673469,0,7,18,31,42,66,92,134,188,236,656.341577451676,7594.64311485273,51.1806,105.316,-0.983407232,"5","2",4,6
"C14",-0.448026901394523,0.186827548996851,1.125,1.44444444444444,1.38317757009346,1.42771084337349,1.48837209302326,1.49290780141844,1.51038575667656,1.47557840616967,1.47,8,52,103,158,205,269,321,373,427,479,1263.13661886798,6996.17428617149,39.5567,88.3379,-0.97705301,"5","3",9,43
"C140",-0.445582833945479,0.137446195445932,NA,1.5,1.6875,1.66666666666667,1.65116279069767,1.60344827586207,1.6,1.58536585365854,1.57758620689655,0,8,15,25,41,56,82,119,167,224,686.499337520916,8142.12991382929,39.0925,107.808,-0.999797175,"5","2",15,43
"C141",-0.326335370714854,0.14664827958391,NA,1.8,1.81818181818182,1.55555555555556,1.75862068965517,1.69230769230769,1.58181818181818,1.62025316455696,1.63694267515924,0,5,10,17,27,37,53,77,102,151,847.873679058626,6796.11629951366,4.68847,112.164,-0.962852154,"5","2",12,44
"C143",-0.321616670483168,0.191469353733988,2.33333333333333,2.22222222222222,1.75,1.75,1.60606060606061,1.58139534883721,1.80357142857143,1.72972972972973,1.58940397350993,3,8,15,19,32,42,54,71,107,146,2014.28149472643,4347.72299295136,14.048,109.818,-0.882019974,"5","2",5,55
"C144",-0.661538461538461,0.213175484008491,1,2.83333333333333,2.18181818181818,1.76470588235294,1.6,1.64516129032258,1.73913043478261,1.74074074074074,1.61904761904762,1,5,10,16,24,30,45,53,68,102,350.145330160856,5983.5180132029,2.36591,112.225,-0.864318695,"5","2",3,20
"C145",-0.687936655798783,0.223378679434247,1,1.4,2.18181818181818,1.76470588235294,1.60869565217391,1.75675675675676,1.71739130434783,1.71698113207547,1.66346153846154,1,5,10,16,22,36,45,52,72,101,425.570698452648,4020.3394634971,2.02355,111.748,-0.835107178,"5","2",9,27
"C146",-0.416858778909795,0.154431765239362,3,1.4,1.28571428571429,1.94444444444444,1.82608695652174,1.66666666666667,1.69767441860465,1.69090909090909,1.68269230769231,1,5,7,17,22,35,42,54,69,100,207.989323357586,4480.63046467745,1.33403,110.829,-0.546189684,"5","2",11,47
"C147",-0.132696454240538,0.160935466026139,2,1.4,1.22222222222222,1.89473684210526,1.81481481481481,1.64864864864865,1.71739130434783,1.69354838709677,1.65853658536585,2,5,9,18,26,36,45,60,78,119,312.173922147602,5257.12771125809,7.14938,109.586,-0.522230674,"5","2",9,53
"C148",0.220011534025401,0.351478275372376,1,1.5,1.71428571428571,1.63636363636364,1.81818181818182,1.7741935483871,1.66666666666667,1.66,1.68817204301075,2,4,7,11,21,30,35,49,65,90,855.971792972647,3542.17562177002,3.55454,111.202,-0.177033208,"5","2",7,29
"C149",-0.230321073839282,0.140113163163981,4,2.33333333333333,1.66666666666667,1.68421052631579,1.61904761904762,1.46666666666667,1.60416666666667,1.71621621621622,1.53086419753086,1,3,9,19,21,30,47,71,106,159,610.802542433143,2669.82381024824,1.84476,105.481,-0.157968494,"5","2",12,56
"C15",-0.765614727153191,0.165910922209255,1.73333333333333,1.27586206896552,1.37719298245614,1.45251396648045,1.47679324894515,1.48571428571429,1.48231511254019,1.4958904109589,1.47413793103448,14,57,110,171,225,268,298,349,393,445,1367.66820932552,5360.859206382,16.7313,86.3392,-0.983959848,"5","3",10,57
"C150",-0.293115878974714,0.15899931036214,4,2,2,1.61111111111111,1.54166666666667,1.47222222222222,1.66666666666667,1.6304347826087,1.52659574468085,1,5,11,18,24,36,54,89,124,185,337.129275956191,3736.94250119177,2.93312,104.161,-0.244427444,"5","2",16,45
"C151",-0.569296083264859,0.131989458297452,1,1.07142857142857,1.51515151515152,1.55714285714286,1.48717948717949,1.47337278106509,1.54867256637168,1.5,1.48672566371681,2,14,32,68,115,166,219,301,369,436,920.099789743079,4369.66438567297,2.82369,93.8247,0.024500226,"5","3",16,48
"C152",-0.470053475935829,0.227089267215648,1,1.46153846153846,1.5,1.69387755102041,1.55696202531646,1.47619047619048,1.53846153846154,1.51054852320675,1.5012285012285,2,13,26,47,77,124,178,232,313,393,1831.85755728092,4773.76757033256,21.2724,95.6553,-0.367686365,"5","3",9,55
"C153",-0.417648967232612,0.276412505364486,1,1.57142857142857,1.76923076923077,1.57142857142857,1.51428571428571,1.61538461538462,1.50980392156863,1.51533742331288,1.55673758865248,2,7,13,21,35,63,100,160,214,271,344.194521881989,3950.73297481327,2.22732,98.9197,-0.336536519,"5","3",8,39
"C154",-0.184706213100936,0.126734764134549,1.33333333333333,1.77777777777778,1.84615384615385,1.57142857142857,1.5,1.67857142857143,1.64367816091954,1.53146853146853,1.53076923076923,3,9,13,21,34,54,84,140,191,253,380.620878403774,5762.56160123737,4.75973,100.282,-0.32094361,"5","3",12,51
"C155",-0.636995259113949,0.0887743652792967,1.33333333333333,1.2,1.72222222222222,1.66666666666667,1.75,1.64516129032258,1.69230769230769,1.59230769230769,1.49775784753363,3,5,18,29,43,60,88,127,172,218,1476.56378213258,7225.9065290302,73.1767,101.742,-0.541986923,"5","2",13,51
"C156",-0.400648704434044,0.168345137879449,NA,1,1.61904761904762,1.72972972972973,1.69642857142857,1.63440860215054,1.58088235294118,1.56213017751479,1.54477611940298,0,9,20,36,54,91,133,164,201,259,2625.11934730597,10397.8026713643,102.387,99.8519,-0.824037208,"5","2",12,51
"C157",-0.475467880627213,0.176894227572236,4,2.11111111111111,1.64285714285714,1.57971014492754,1.52459016393443,1.48192771084337,1.53521126760563,1.56569343065693,1.53789731051345,1,8,27,68,119,162,207,263,324,393,2287.6580646229,7584.28846816504,110.329,97.9789,-0.552169829,"5","3",4,51
"C158",-0.207764257925666,0.180523006267477,1,2.16666666666667,1.66666666666667,1.59090909090909,1.61111111111111,1.60377358490566,1.625,1.66037735849057,1.57894736842105,1,5,14,21,34,51,70,101,139,202,979.178856804036,11565.918943797,25.995,110.46,-0.975576733,"5","2",7,54
"C16",-0.58156437471159,0.169842671432489,1.33333333333333,1.54430379746835,1.42758620689655,1.38916256157635,1.44444444444444,1.44912280701754,1.48615384615385,1.49086161879896,1.49682875264271,12,75,140,197,233,273,311,367,413,452,1686.17380951205,5955.38472811846,23.4223,87.3053,-0.993105333,"5","3",10,44
"C160A",-0.385402003808894,0.126013248063623,1,1,1.75,1.53333333333333,1.63636363636364,1.56756756756757,1.49462365591398,1.58904109589041,1.57352941176471,1,3,7,14,20,35,91,140,204,263,5033.76603114512,11815.5907321276,37.459,118.473,-0.470519135,"5","2",18,42
"C160B",-0.338356164383562,0.190200599941027,1,1.2,1.71428571428571,1.45454545454545,1.46666666666667,1.56,1.40625,1.50442477876106,1.62337662337662,1,5,6,10,14,24,62,111,159,223,1825.02998422366,11124.3234438306,5.21278,118.263,-0.962303485,"5","2",5,32
"C161",-0.470641536788691,0.15556051601483,1.2,1.53571428571429,1.6984126984127,1.57446808510638,1.53030303030303,1.55952380952381,1.54106280193237,1.51893939393939,1.51990049751244,5,27,59,90,126,160,199,252,310,382,1893.61268506222,8084.46129200842,21.339,108.136,-0.97854496,"5","3",10,40
"C162",-0.415398660985993,0.202491768334614,1.71428571428571,1.44444444444444,1.34090909090909,1.51724137931034,1.58119658119658,1.5796178343949,1.56565656565657,1.5410447761194,1.48009367681499,6,26,43,84,111,148,186,253,318,409,3406.66903197765,9409.79779034724,14.5379,103.886,-0.886211665,"5","3",12,39
"C163",-0.123261847434534,0.123524815675875,1.5,1.33333333333333,1.56666666666667,1.51923076923077,1.4367816091954,1.51111111111111,1.58288770053476,1.55905511811024,1.49363867684478,2,12,28,49,84,128,175,239,300,376,3659.72741721058,8930.71758716547,11.0219,98.9155,-0.830605618,"5","3",14,55
"C17",0.103411513859276,0.329886878146243,1.8125,1.64912280701754,1.52631578947368,1.44375,1.41237113402062,1.43333333333333,1.46020761245675,1.47352941176471,1.49180327868852,14,54,109,155,188,231,278,326,362,410,1564.35971328337,4878.74938800752,11.0756,86.5851,-0.993316478,"5","3",8,29
"C18",-0.443973388990343,0.185017859709213,1.27272727272727,1.5375,1.46715328467153,1.41361256544503,1.45634920634921,1.44407894736842,1.47042253521127,1.46633416458853,1.49704142011834,11,77,132,184,243,293,339,385,435,487,2131.31415476929,6006.77490836594,35.5411,89.6732,-0.99474936,"5","3",9,40
"C19",-0.0769520084248548,0.138331551503537,1.46153846153846,1.425,1.46590909090909,1.5,1.46511627906977,1.45149253731343,1.45341614906832,1.47326203208556,1.50515463917526,13,40,86,138,208,259,311,359,417,465,863.872447938513,5738.16540205472,7.32938,90.2706,-0.977268124,"5","3",19,51
"C2",-0.203259452411995,0.253382957082363,1.4,1.56666666666667,1.59016393442623,1.51401869158878,1.54901960784314,1.5678391959799,1.54980079681275,1.55629139072848,1.50691244239631,5,29,58,103,146,191,242,288,347,417,1429.58519831533,7687.61001867591,115.682,105.991,-0.985336515,"5","3",8,52
"C20",-0.390694008282556,0.110012853524664,1.33333333333333,1.5,1.44859813084112,1.46486486486486,1.46850393700787,1.46130030959752,1.47772277227723,1.49137931034483,1.5,3,50,105,179,245,310,388,444,493,525,735.571475730743,5627.37746372167,53.2713,92.5363,-0.992301707,"5","3",16,57
"C21",-0.178889267130283,0.101242792842014,1.14285714285714,1.41666666666667,1.43298969072165,1.47222222222222,1.51674641148325,1.47183098591549,1.47701149425287,1.47268408551069,1.48659003831418,7,35,96,141,201,274,335,405,453,502,751.295178329572,5649.69062748805,21.0872,91.9908,-0.999822352,"5","3",11,54
"C23",-0.391019922688075,0.22268585062512,3,1.82352941176471,1.61666666666667,1.52252252252252,1.47741935483871,1.49295774647887,1.50354609929078,1.51585014409222,1.518,1,16,59,108,152,207,272,335,414,480,1492.89272345463,7588.94614527674,107.145,99.5037,-0.208184833,"5","3",10,37
"C24",-0.497541440665079,0.117840881532275,1.4,1.52272727272727,1.53488372093023,1.53956834532374,1.53170731707317,1.49458483754513,1.46478873239437,1.50118203309693,1.52135231316726,5,43,84,134,197,267,344,407,487,538,1265.75924544595,9015.66707382943,117.061,98.0437,-0.996931012,"5","3",8,48
"C24A",-0.27077497665733,0.141241371407341,1.66666666666667,1.46153846153846,1.49253731343284,1.48648648648649,1.5688622754491,1.55,1.54416961130742,1.52046783625731,1.51659751037344,6,38,65,107,161,212,271,327,397,463,2222.82595036831,9999.27551589025,150.932,102.441,-0.945643515,"5","3",9,52
"C24B",-0.973127035830596,0.322996445385424,2,1.5,1.6046511627907,1.49333333333333,1.5,1.54644808743169,1.57201646090535,1.58275862068966,1.51470588235294,2,16,42,73,117,176,233,278,333,393,1258.73316224385,9728.63103564665,149.959,101.334,-0.619395444,"5","3",3,36
"C24C",-0.796263345195712,0.289478702542957,1.5,1.4,1.41666666666667,1.53846153846154,1.55882352941176,1.53503184713376,1.58064516129032,1.57037037037037,1.52602739726027,4,15,36,63,98,151,208,260,299,350,1301.31489208643,10325.934043102,138.571,106.641,-0.871256647,"5","3",7,33
"C25",-0.38069354616761,0.0880433691409787,1,1.85,1.60869565217391,1.49462365591398,1.50694444444444,1.4950495049505,1.55421686746988,1.55627009646302,1.53555555555556,1,19,45,91,140,196,239,298,375,432,978.855805572821,8072.96150274908,145.415,100.455,-0.504693375,"5","3",12,58
"C26",-0.355526964726055,0.209367171505827,1.22222222222222,1.29545454545455,1.51111111111111,1.55414012738854,1.53393665158371,1.47098976109215,1.46524064171123,1.48464912280702,1.50970017636684,9,44,87,150,211,283,362,439,505,543,586.920958300587,7556.48199944945,128.595,97.8985,-0.974776778,"5","3",8,39
"C27",-0.347272727272727,0.154115029244744,1.6,1.38095238095238,1.53846153846154,1.49700598802395,1.45977011494253,1.48554913294798,1.48758465011287,1.49512670565302,1.51122625215889,5,42,87,158,251,333,426,492,527,555,897.263680367731,7447.45268309257,115.787,95.9114,-0.969389666,"5","3",13,53
"C28",-0.530514739024611,0.12595739791703,1.28571428571429,1.625,1.44444444444444,1.44767441860465,1.48249027237354,1.47477744807122,1.48054919908467,1.49392712550607,1.50177304964539,7,46,96,166,247,325,420,474,515,542,1160.15084944665,5651.35893602693,82.6884,94.0716,-0.994871886,"5","3",14,52
"C29",-0.237640079103472,0.364756434270858,2.33333333333333,1.38297872340426,1.41322314049587,1.44444444444444,1.44936708860759,1.47715736040609,1.48666666666667,1.48192771084337,1.50088183421517,2,45,116,209,304,376,430,478,523,545,1165.61199298719,6423.1715595071,94.446,92.7142,-0.759827579,"5","3",6,33
"C3",-0.066983749504558,0.174050211151147,1.66666666666667,1.51923076923077,1.45833333333333,1.48529411764706,1.53763440860215,1.58333333333333,1.53666666666667,1.50140845070423,1.50489236790607,8,49,93,131,179,229,287,340,414,489,912.507703671232,8265.32156066803,107.372,103.392,-0.738231693,"5","3",9,42
"C30",-0.404734291513067,0.119542374001523,1.14285714285714,1.328125,1.46043165467626,1.41350210970464,1.46885245901639,1.46537396121884,1.47971360381862,1.4957264957265,1.50089766606822,7,61,134,230,292,346,400,448,501,535,874.318040411919,8509.325736873,86.8562,91.2057,-0.966011601,"5","3",13,51
"C31",-0.393826005612723,0.217562880426979,1.28571428571429,1.22857142857143,1.41025641025641,1.43965517241379,1.44947735191638,1.47197640117994,1.48461538461538,1.48873873873874,1.50185873605948,14,68,149,222,275,324,374,425,465,516,1435.95505371876,8545.58922504433,66.659,89.4665,-0.998957066,"5","3",4,41
"C32",-0.367286485948271,0.109207290104972,1.375,1.22033898305085,1.42063492063492,1.4,1.51162790697674,1.49411764705882,1.48877805486284,1.49010989010989,1.49174311926606,8,57,118,190,245,325,384,435,497,523,1572.48040170223,7801.99744979848,81.8824,90.5568,-0.941028482,"5","3",17,59
"C33",-0.257165605095539,0.134807222666748,1,1.36170212765957,1.43157894736842,1.48587570621469,1.44609665427509,1.46933333333333,1.49141630901288,1.49612403100775,1.49458483754513,5,44,88,165,256,361,445,494,520,532,1791.35291740391,8011.72069018878,118.05,93.0168,-0.947210278,"5","3",10,49
"C34",-0.386517515454813,0.153700610823235,1.75,1.65625,1.51724137931034,1.50314465408805,1.42537313432836,1.48913043478261,1.48523206751055,1.51401869158878,1.50606585788562,4,29,82,149,256,350,454,513,536,554,1728.34918955504,7651.96168501362,146.511,97.4129,-0.855011452,"5","3",10,48
"C34A",-0.340227507755951,0.233664962880724,1.25,1.51111111111111,1.51648351648352,1.50595238095238,1.49583333333333,1.50666666666667,1.51421188630491,1.51077586206897,1.50862068965517,8,42,86,161,231,286,369,443,522,556,1649.38542472257,6944.86188419745,124.07,99.7687,-0.749614549,"5","3",6,44
"C35",-0.658355795148244,0.165346155388554,1.5,1.38461538461538,1.4,1.58490566037736,1.57446808510638,1.54545454545455,1.57635467980296,1.58102766798419,1.53314121037464,2,13,30,51,90,137,195,243,287,333,1824.93455999019,12056.700341507,126.845,107.873,-0.845317786,"5","3",6,45
"C36",-0.844501278772381,0.359286159539336,1.5,1.44444444444444,1.52631578947368,1.52631578947368,1.62903225806452,1.65555555555556,1.5625,1.58291457286432,1.56643356643357,2,9,19,37,60,86,139,192,242,276,986.837461136281,7754.3329637344,86.1682,102.987,-0.532108076,"5","2",4,31
"C37",-0.297628746623215,0.14409758079672,1.5,1.66666666666667,1.48148148148148,1.55769230769231,1.57142857142857,1.56,1.52970297029703,1.57915057915058,1.53168044077135,2,12,27,51,94,146,196,249,289,350,763.737488021026,7686.02214939869,127.407,99.9788,-0.312815703,"5","3",11,54
"C38",-0.43287457803168,0.161705914249754,2,1.3,1.47368421052632,1.71428571428571,1.69014084507042,1.56896551724138,1.55555555555556,1.55813953488372,1.56862745098039,2,10,19,40,68,112,166,208,253,294,1140.91962743737,4123.56021238526,104.558,99.7417,-0.783313874,"5","2",4,41
"C39",-0.24869610288639,0.0793012721606483,1,1.28571428571429,1.65217391304348,1.72727272727273,1.68627450980392,1.71232876712329,1.59633027522936,1.56521739130435,1.568,1,7,22,32,49,70,106,157,196,241,1917.49352627899,7690.7615739622,68.2149,101.542,-0.880956818,"5","2",18,59
"C3A",-0.743478260869555,0.18675319540882,2.18181818181818,1.6078431372549,1.53488372093023,1.52173913043478,1.52325581395349,1.53777777777778,1.54676258992806,1.52380952380952,1.48466257668712,9,48,82,132,165,215,265,321,391,467,1179.71064840278,8505.12827045894,81.3107,104.564,-0.737265545,"5","3",8,37
"C3B",-0.33849238453691,0.106171213619151,1.42857142857143,1.59459459459459,1.58904109589041,1.56637168141593,1.55102040816327,1.54301075268817,1.55217391304348,1.52577319587629,1.49311926605505,7,36,70,107,140,178,220,278,342,416,1404.77393978741,9809.59047949987,43.9787,107.04,-0.855418503,"5","3",10,47
"C4",-0.550547210899548,0.119474067238146,1.38461538461538,1.47058823529412,1.52083333333333,1.5,1.52132701421801,1.5530303030303,1.52336448598131,1.51724137931034,1.5,13,48,91,141,201,251,307,387,468,545,922.905709933024,10564.7382556195,97.628,102.114,-0.753322401,"5","3",15,57
"C40",-0.259161932733058,0.127662541369104,1,1.5,1.4375,1.79310344827586,1.75,1.58181818181818,1.63636363636364,1.65384615384615,1.5952380952381,1,8,16,27,38,53,74,100,158,202,1141.90201172559,8676.35586834237,29.4013,107.164,-0.971021766,"5","2",16,57
"C41",-0.327853291821703,0.108946447353888,1.33333333333333,1.66666666666667,1.55555555555556,1.95238095238095,1.7741935483871,1.65853658536585,1.625,1.63636363636364,1.56291390728477,3,6,9,19,29,39,54,74,103,147,915.509048290551,4566.20590183483,3.86362,110.25,-0.91725483,"5","2",15,48
"C42",-0.857142857142888,0.164957219768487,NA,1.71428571428571,2.15384615384615,1.88235294117647,1.66666666666667,1.66666666666667,1.64705882352941,1.66153846153846,1.57462686567164,0,7,12,16,26,37,49,63,89,130,831.423310932703,4209.6104986226,1.56744,111.347,-0.989530827,"5","2",3,19
"C43",1.59615384615397,0.766099395655571,2.33333333333333,2.83333333333333,1.75,1.85,1.7037037037037,1.56756756756757,1.7,1.75409836065574,1.592,3,5,15,19,26,36,48,59,88,122,426.816512509249,3415.54254115396,4.2312,111.795,-0.773408902,"5","2",3,8
"C44",-0.270464064797093,0.0790303650118169,2.5,2.57142857142857,2,1.73684210526316,1.69230769230769,1.60606060606061,1.71428571428571,1.75862068965517,1.61739130434783,2,6,10,18,25,32,48,56,81,112,733.171141061233,18313.1836029343,4.62404,111.72,-0.845448306,"5","2",13,58
"C45",-0.277130797396254,0.0967291582548139,NA,1.83333333333333,1.86666666666667,1.7,1.58064516129032,1.76744186046512,1.71698113207547,1.67605633802817,1.59440559440559,0,6,14,19,30,42,52,69,95,139,1758.77157589793,5937.43659076901,16.653,108.475,-0.776090435,"5","2",19,53
"C46",-0.592692307692306,0.157404360528676,1,1.33333333333333,1.46153846153846,1.76,1.70588235294118,1.72727272727273,1.67857142857143,1.68055555555556,1.57046979865772,1,6,13,24,33,43,55,70,104,145,1612.00708649587,5986.3309707995,23.4793,107.054,-0.509822391,"5","2",7,53
"C47",-0.519154818325436,0.15057507616409,2,1.33333333333333,1.25,2,1.84615384615385,1.70588235294118,1.75,1.6551724137931,1.66355140186916,2,6,8,15,25,33,43,57,71,104,461.340046490543,5650.58937319739,3.00095,110.382,-0.462027253,"5","2",8,58
"C48",-0.190172303765155,0.153486872310514,1,1,2,1.7,1.57894736842105,1.85185185185185,1.72727272727273,1.70212765957447,1.69230769230769,1,2,5,10,19,26,32,46,61,88,730.324861358851,2130.62751871112,1.9052,111.373,-0.120292779,"5","2",7,51
"C49",-0.525466082659481,0.145989554104638,NA,2,1.64705882352941,1.65,1.5,1.62222222222222,1.65625,1.63,1.5130890052356,0,6,17,20,26,44,62,97,135,188,1823.36700481968,5110.16516263435,23.8028,104.051,-0.273455615,"5","2",13,48
"C5",-0.570709612481126,0.120314676927993,2,1.55,1.52380952380952,1.55629139072848,1.48898678414097,1.48821548821549,1.50395778364116,1.49163179916318,1.50348432055749,5,38,79,141,216,283,360,457,524,551,1312.85313899198,8090.65240891491,109.731,100.273,-0.83140173,"5","3",7,35
"C50",-0.251867413632116,0.115682971195318,2,1.83333333333333,1.91666666666667,1.61111111111111,1.53846153846154,1.47368421052632,1.68852459016393,1.63157894736842,1.50510204081633,1,6,12,18,26,38,58,92,138,193,269.150509044528,3417.82411925473,1.48749,103.361,-0.380473251,"5","2",8,54
"C51",-0.377776528934902,0.106985552945994,1.2,1.45454545454545,1.5625,1.47619047619048,1.46376811594203,1.49450549450549,1.53100775193798,1.49008498583569,1.48643006263048,5,21,47,82,136,179,249,340,401,461,1915.38273668662,6804.40469475245,17.0246,94.0128,0.290092601,"5","3",18,56
"C52",-0.275988502661542,0.077308272888968,1,1.6,1.47058823529412,1.62162162162162,1.64705882352941,1.49532710280374,1.47530864197531,1.53521126760563,1.50673854447439,1,10,17,36,66,105,160,208,279,357,617.506091234623,4176.40205576669,2.91101,95.5739,-0.345674906,"5","3",20,55
"C53",-0.291538086730551,0.137106043819994,2.66666666666667,1.63636363636364,1.42857142857143,1.51515151515152,1.63934426229508,1.53125,1.54421768707483,1.52,1.54464285714286,3,11,21,33,59,94,144,196,253,323,1625.55296058021,6139.76893714859,27.8326,97.0233,-0.320728712,"5","3",16,57
"C54",-0.584653647752401,0.194649022996072,1.5,1.77777777777778,1.73333333333333,1.54545454545455,1.47619047619048,1.62121212121212,1.56730769230769,1.53459119496855,1.54804270462633,4,9,15,22,42,64,101,156,206,272,960.53966930497,4402.73238467591,14.9609,99.5421,-0.269306437,"5","3",9,38
"C55",-0.427126710291489,0.0857292766657219,1.33333333333333,1.625,1.47058823529412,1.8125,1.59615384615385,1.64285714285714,1.63551401869159,1.55333333333333,1.5103734439834,3,8,17,31,51,68,104,147,187,235,1568.02991731348,8531.24790656288,74.2613,100.562,-0.511548055,"5","2",12,56
"C56",-0.531026168356857,0.202540335503099,NA,1.11111111111111,1.63157894736842,1.8,1.63768115942029,1.67592592592593,1.55479452054795,1.54098360655738,1.53716216216216,0,9,19,33,67,105,143,178,226,285,1823.11011085752,7388.92559635505,111.654,98.6817,-0.826167136,"5","2",10,37
