Pnum,Section,Owner,Mixed species,Species,State code,Closed,Clear date,Missing entire brood,Suspected predation,Lay date,April lay date,Lay date uncertainty,Lay date visit interval,Laying rate,Incubation started,Num broken eggs,Expected hatch date,Hatch date,April hatch date,Incubation duration,Total egg weight,Num eggs weighed,Clutch size,Num chicks,Num chicks ringed,April ring date,Ring day,Num live chicks,Num dead chicks,Num fledglings,Mean chick weight,Num linked pulli records,Num linked adult records,Father,Mother,Identified adults,Chick ids,Dead ringed chick ids,Experiment codes,Num eggs manipulated,Comments,Legacy average egg weight,Legacy max nest state code,Legacy last visit date,Legacy hatch age in days,Legacy april hatch date,Legacy predation,Legacy clutch accuracy,Legacy mean fledge weight,Legacy num ringed dead chicks
20221C53,c,Joe Woodman,false,b,6,true,12-05-2022,,,16-04-2022,16,0,8,,true,0,08-05-2022,07-05-2022,37,12,3.50,3,10,10,0,,,,10,0,,0,1,,avl6718,avl6718,,,,0,FON,,,,,,,,,
20221C54,c,Joe Woodman,false,g,6,true,03-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221C55,c,Joe Woodman,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221C56,c,Joe Woodman,false,g,6,true,25-05-2022,,,10-04-2022,10,0,5,,true,0,29-04-2022,01-05-2022,31,15,4.30,3,7,7,7,45,15,7,0,7,18.04,7,2,ty70291,ty70299,"ty70291, ty70299",,,,0,FON,,,,,,,,,
20221C57,c,Joe Woodman,false,b,6,true,27-05-2022,,,10-04-2022,10,0,5,,true,0,03-05-2022,02-05-2022,32,12,3.50,3,11,11,11,46,15,11,0,11,11.34,11,2,akd3452,j215955,"j215955, akd3452",,,,0,,,,,,,,,,
20221C58,c,Joe Woodman,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221C59,c,Joe Woodman,false,g,6,true,31-05-2022,,,21-04-2022,21,0,8,1.00,true,0,10-05-2022,10-05-2022,40,12,5.80,3,8,8,8,54,15,8,0,8,18.88,8,2,pf71400,pf71394,"pf71400, pf71394",,,,0,FON,,,,,,,,,
20221C6,c,Joe Woodman,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221C60,c,Joe Woodman,false,,6,true,14-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221C61,c,Joe Woodman,false,b,6,true,01-06-2022,,,17-04-2022,17,0,8,,true,0,08-05-2022,08-05-2022,38,13,3.40,3,9,9,9,52,15,9,0,9,10.18,9,2,atr5765,avl4051,"avl4051, atr5765",,,,0,,,,,,,,,,
20221C61A,c,Joe Woodman,false,g,6,true,27-05-2022,,,13-04-2022,13,0,5,1.00,true,0,03-05-2022,03-05-2022,33,13,5.40,3,8,8,7,47,15,7,1,6,15.86,7,2,,ty68607,ty68607,,pf71966,,0,"FON, suspected single parent",,,,,,,,,
20221C62,c,Joe Woodman,false,g,6,true,20-05-2022,,,06-04-2022,6,0,4,,true,0,24-04-2022,26-04-2022,26,15,4.70,3,6,6,6,40,15,6,0,6,19.12,6,2,vs84180,tw77111,"tw77111, vs84180",,,,0,FON,,,,,,,,,
20221C63,c,Joe Woodman,false,g,6,true,30-05-2022,,,30-04-2022,30,0,3,1.00,true,0,18-05-2022,20-05-2022,50,15,5.30,3,6,6,0,,,,5,0,,0,0,,,,,,,0,"FON, FON",,,,,,,,,
20221C7,c,Joe Woodman,false,,6,true,05-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221C8,c,Joe Woodman,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221C9,c,Joe Woodman,false,b,6,true,29-05-2022,,,17-04-2022,17,0,8,,true,0,08-05-2022,07-05-2022,37,12,3.60,3,9,9,9,51,15,9,0,9,10.67,9,2,afh2930,atr9293,"afh2930, atr9293",,,,0,"FON, FON",,,,,,,,,
20221C9A,c,Joe Woodman,false,b,6,true,03-06-2022,,,10-04-2022,10,0,5,,true,0,04-05-2022,,,,3.30,3,12,,0,,,,0,0,,0,0,,,,,,,0,"FON, eggs are cold, eggs are cold",,,,,,,,,
20221CP1,cp,Kristina,false,,6,true,01-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP10,cp,Kristina,false,,6,true,02-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP100,cp,Kristina,false,b,6,true,01-06-2022,,,17-04-2022,17,0,7,1.00,true,0,08-05-2022,08-05-2022,38,13,3.80,3,9,9,9,52,15,9,0,9,10.74,9,2,,atr7217,atr7217,,,,0,"FON, FON, ringed, faceplating, adult catching, adult catching, no male around??",,,,,,,,,
20221CP101,cp,Kristina,false,b,6,true,01-06-2022,,,19-04-2022,19,0,7,,true,0,09-05-2022,09-05-2022,39,13,3.00,3,8,8,7,53,15,7,1,7,10.81,7,3,atr7065,ajy2723,"atr7065, ajy2723",,,,0,"FON, no tag seen, FON, FON, faceplating, adult catching",,,,,,,,,
20221CP102,cp,Kristina,false,,6,true,01-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP103,cp,Kristina,false,b,6,true,01-06-2022,,,17-04-2022,17,0,7,1.00,true,0,07-05-2022,06-05-2022,36,12,3.90,3,8,8,8,50,15,8,0,8,10.59,8,2,avl7492,atr4286,"avl7492, atr4286",,,,0,"FON, faceplating, adult catching, chick ringing",,,,,,,,,
20221CP104,cp,Kristina,false,,6,true,01-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP105,cp,Kristina,false,b,6,true,01-06-2022,,,19-04-2022,19,0,7,,true,0,09-05-2022,09-05-2022,39,13,3.30,3,8,6,6,53,15,6,0,6,11.62,6,2,abj6302,z630539,"z630539, abj6302",,,,0,"FON, ring, FON, faceplating",,,,,,,,,
20221CP106,cp,Kristina,false,b,6,true,01-06-2022,,,19-04-2022,19,0,7,,true,0,09-05-2022,10-05-2022,40,14,3.70,3,8,8,5,54,15,5,5,3,9.32,5,2,ajy2754,,ajy2754,,"ajy2954, ajy2957",,0,"FON, FON, FON, faceplating, adult catching, adult catching, female seems to be not around",,,,,,,,,
20221CP107,cp,Kristina,false,,6,true,01-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP108,cp,Kristina,false,b,6,true,01-06-2022,,,21-04-2022,21,0,7,,true,0,12-05-2022,11-05-2022,41,12,3.40,3,9,8,8,55,15,8,1,7,10.84,8,3,atr8114,atr7392,"atr8114, atr7392",,ajy2993,,0,"FON, ring, FON, ring, faceplating, adult catching",,,,,,,,,
20221CP109,cp,Kristina,false,b,6,true,01-06-2022,,,20-04-2022,20,0,7,,true,0,11-05-2022,,,,3.00,3,9,,0,,,,0,0,,0,0,,,,,,,0,"FON, unringed, eggs are cold, eggs cold",,,,,,,,,
20221CP11,cp,Kristina,false,,6,true,02-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP110,cp,Kristina,false,,6,true,01-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP111,cp,Kristina,false,,6,true,01-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP112,cp,Kristina,false,b,6,true,01-06-2022,,,14-04-2022,14,0,7,,true,0,06-05-2022,07-05-2022,37,14,3.30,3,10,7,7,51,15,7,1,7,10.31,7,3,,atr6891,atr6891,,,,0,"parent inside (ringed+tag), faceplating, adult catching, only caught female, adult catching, only caught female again, no male seems to be around?",,,,,,,,,
20221CP113,cp,Kristina,false,,6,true,09-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP114,cp,Kristina,false,b,6,true,09-06-2022,,,19-04-2022,19,0,7,,true,0,09-05-2022,10-05-2022,40,14,,,8,6,6,54,15,6,1,5,10.08,6,2,,afh2893,afh2893,,ajy2953,,0,"FON, ring+tag, no egg weight because eggs already warm, FON, faceplating, adult catching, no bird caught, adult catching, no male around",,,,,,,,,
20221CP115,cp,Kristina,false,b,6,true,09-06-2022,,,15-04-2022,15,0,7,,true,0,07-05-2022,07-05-2022,37,13,3.70,3,10,10,10,51,15,10,0,10,10.94,10,2,atr8119,s882784,"s882784, atr8119",,,,0,"FON, ring, FON, didn't count eggs and young exactly because female didn't want to leave, faceplating",,,,,,,,,
20221CP116,cp,Kristina,false,,6,true,09-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP117,cp,Kristina,false,b,6,true,09-06-2022,,,18-04-2022,18,0,7,1.00,true,0,09-05-2022,09-05-2022,39,13,3.50,3,9,9,9,53,15,9,0,9,11.30,9,2,atr7041,atr4857,"atr7041, atr4857",,,,0,"FON, female unringed, FON, ringed, faceplating, adult catching",,,,,,,,,
20221CP118,cp,Kristina,false,b,6,true,09-06-2022,,,19-04-2022,19,0,7,,true,0,09-05-2022,10-05-2022,40,14,3.30,3,8,8,8,54,15,8,0,8,10.74,8,2,avl4405,atr7003,"atr7003, avl4405",,,,0,"female in box, unringed, FON, no tag seen, faceplating, adult catching, adult catching",,,,,,,,,
20221CP119,cp,Kristina,false,b,6,true,09-06-2022,,,25-04-2022,25,0,7,1.00,true,0,16-05-2022,15-05-2022,45,12,3.60,3,9,6,3,59,15,3,1,2,10.20,3,1,,ajy3000,ajy3000,,ajy3074,,0,"FON, FON, faceplating, adult catching",,,,,,,,,
20221CP12,cp,Kristina,false,b,6,true,02-06-2022,,,18-04-2022,18,0,7,,,0,,,,,,,2,,0,,,,0,0,,0,0,,,,,,,0,"b entering box, eggs buried deep, maybe new nest on top?",,,,,,,,,
20221CP120,cp,Kristina,false,,6,true,09-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP121,cp,Kristina,false,b,6,true,09-06-2022,,,20-04-2022,20,0,7,,true,0,11-05-2022,11-05-2022,41,13,3.40,3,9,7,7,55,15,7,0,7,10.57,7,2,atr4281,atr8019,"atr8019, atr4281",,,,0,"FON, faceplating, adult catching",,,,,,,,,
20221CP122,cp,Kristina,false,b,6,true,01-06-2022,,,21-04-2022,21,0,7,,true,0,13-05-2022,12-05-2022,42,12,3.00,3,10,9,9,56,15,9,1,8,9.61,9,2,ajy2821,ajy2822,"ajy2821, ajy2822",,ajy3032,,0,"FON, no tag, FON, faceplating, adult catching",,,,,,,,,
20221CP123,cp,Kristina,false,,6,true,09-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP124,cp,Kristina,false,,6,true,09-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP125,cp,Kristina,false,,6,true,01-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP126,cp,Kristina,false,,6,true,01-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP127,cp,Kristina,false,b,6,true,02-06-2022,,,18-04-2022,18,0,7,1.00,true,0,10-05-2022,10-05-2022,40,13,3.70,3,10,10,10,54,15,10,0,10,10.41,10,2,atr6980,atr6772,"atr6772, atr6980",,,,0,"FON, ring+tag, FON, FON, faceplating, adult catching",,,,,,,,,
20221CP128,cp,Kristina,false,,6,true,02-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP129,cp,Kristina,false,b,6,true,02-06-2022,,,19-04-2022,19,0,7,,true,0,13-05-2022,13-05-2022,43,13,3.30,3,12,12,7,57,15,7,9,1,6.94,7,1,,ajy2867,ajy2867,,"ajy3058, ajy3059, ajy3060, ajy3061, ajy3062, ajy3063",,0,"FON, looked unringed, FON, unringed, FON, faceplating, adult catching, adult catching, not succesful in catching male, doesn't seem to be around",,,,,,,,,
20221CP13,cp,Kristina,false,b,6,true,21-05-2022,,true,20-04-2022,20,0,7,,true,0,11-05-2022,11-05-2022,41,13,3.50,3,9,8,0,,,,0,0,,0,0,,,,,,,0,"not sure about species, FON, unringed, faceplating",,,,,,,,,
20221CP130,cp,Kristina,false,b,6,true,02-06-2022,,,21-04-2022,21,0,7,,true,0,13-05-2022,14-05-2022,44,14,3.70,3,10,9,2,58,15,2,6,1,9.20,2,4,,afh3811,afh3811,,ajy3066,,0,"not sure about species, FON, ring+tag, FON, ringed, faceplating, adult catching, only caught female, adult catching, only caught female again, no male around?",,,,,,,,,
20221CP131,cp,Kristina,false,,6,true,02-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP132,cp,Kristina,false,b,6,true,02-06-2022,,,22-04-2022,22,0,7,,true,0,11-05-2022,12-05-2022,42,14,3.10,3,7,2,2,56,15,2,0,2,10.35,2,2,,ajy2801,ajy2801,,,,0,"FON, FON, unringed, faceplating, adult catching, adult catching, only caught female again",,,,,,,,,
20221CP133,cp,Kristina,false,b,6,true,02-06-2022,,,22-04-2022,22,4,7,,,0,,,,,3.10,3,4,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP134,cp,Kristina,false,b,6,true,09-06-2022,,,23-04-2022,23,0,7,1.00,true,0,14-05-2022,14-05-2022,44,13,3.00,3,9,6,6,58,15,6,0,6,10.95,6,2,,j215635,j215635,,,,0,"FON, tag, FON, FON, faceplating, adult catching, only caught female, adult catching, no bird caught, only one was alarming",,,,,,,,,
20221CP135,cp,Kristina,false,b,6,true,01-06-2022,,,21-04-2022,21,0,7,,true,0,12-05-2022,12-05-2022,42,13,3.60,3,9,8,8,56,15,8,0,8,11.55,8,2,atr6188,ajy2800,"atr6188, ajy2800",,,,0,"FON, not tag, FON, faceplating, adult catching",,,,,,,,,
20221CP136,cp,Kristina,false,,6,true,01-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP137,cp,Kristina,false,b,6,true,02-06-2022,,,18-04-2022,18,0,7,1.00,true,0,09-05-2022,10-05-2022,40,14,3.50,3,9,8,8,54,15,8,0,8,11.33,8,3,afh2772,ajy2755,"afh2772, ajy2755",,,,0,"FON, unringed, FON, FON, faceplating, adult catching",,,,,,,,,
20221CP138,cp,Kristina,false,b,6,true,31-05-2022,,,18-04-2022,18,0,7,1.00,true,0,09-05-2022,09-05-2022,39,13,3.20,3,9,8,8,53,15,8,0,8,11.08,8,2,afh5894,ajy2722,"afh5894, ajy2722",,,,0,"FON, FON, unringed, FON, faceplating, adult catching",,,,,,,,,
20221CP139,cp,Kristina,false,b,6,true,01-06-2022,,,15-04-2022,15,0,7,,true,0,08-05-2022,08-05-2022,38,13,3.20,3,11,11,11,52,15,11,0,11,11.15,11,3,atr6189,ajy2704,"atr6189, ajy2704",,,,0,"FON, not tag, faceplating, adult catching",,,,,,,,,
20221CP14,cp,Kristina,false,,6,true,02-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP140,cp,Kristina,false,b,6,true,01-06-2022,,,22-04-2022,22,0,7,,,0,,,,,3.30,3,7,,0,,,,0,0,,0,0,,,,,,,0,b was in box,,,,,,,,,
20221CP141,cp,Kristina,false,b,6,true,01-06-2022,,,11-04-2022,11,0,7,1.00,true,0,05-05-2022,05-05-2022,35,13,3.20,3,12,11,10,49,15,10,0,10,11.11,10,2,atr7369,and6341,"and6341, atr7369",,,,0,"parent inside, faceplating, chick ringing",,,,,,,,,
20221CP142,cp,Kristina,false,,6,true,01-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP143,cp,Kristina,false,b,6,true,02-06-2022,,,13-04-2022,13,0,7,1.00,true,0,04-05-2022,04-05-2022,34,12,3.10,3,10,9,9,48,15,9,0,9,11.00,9,2,atr8112,atr8047,"atr8112, atr8047",,,,0,"FON, female? inside, faceplating, chick ringing",,,,,,,,,
20221CP144,cp,Kristina,false,b,6,true,02-06-2022,,,15-04-2022,15,0,7,,true,0,08-05-2022,07-05-2022,37,12,3.30,3,11,10,10,51,15,10,0,10,10.73,10,2,atr4459,ajy2702,"atr4459, ajy2702",,,,0,"FON, ring no tag, faceplating, adult catching",,,,,,,,,
20221CP145,cp,Kristina,false,b,6,true,02-06-2022,,,15-04-2022,15,0,7,,true,0,06-05-2022,06-05-2022,36,13,3.50,3,9,9,9,50,15,9,0,9,11.19,9,2,afh4296,avl7147,"avl7147, afh4296",,,,0,"FON, FON, parent inside, faceplating, faceplating, chick ringing",,,,,,,,,
20221CP146,cp,Kristina,false,,6,true,02-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP147,cp,Kristina,false,b,6,true,09-06-2022,,,25-04-2022,25,0,7,0.50,true,0,15-05-2022,16-05-2022,46,14,3.70,3,8,8,8,60,15,8,0,8,11.48,8,2,ajy3027,atr7037,"atr7037, ajy3027",,,,0,"faceplating, adult catching",,,,,,,,,
20221CP148,cp,Kristina,false,b,6,true,02-06-2022,,,17-04-2022,17,0,7,1.00,true,0,09-05-2022,08-05-2022,38,12,3.40,3,10,9,9,52,15,9,0,9,11.37,9,1,,ajy2715,ajy2715,,,,0,"FON, unringed, FON, unringed, faceplating, adult catching",,,,,,,,,
20221CP149,cp,Kristina,false,b,4,false,,,,17-04-2022,17,0,7,1.00,,0,,,,,3.70,3,8,,0,,,,0,0,,0,0,,,,,,,0,"pink wool, still cold",,,,,,,,,
20221CP14A,cp,Kristina,false,b,6,true,19-05-2022,,true,17-04-2022,17,0,7,1.00,true,0,09-05-2022,09-05-2022,39,13,3.40,3,10,9,0,,,,0,0,,0,0,,,,,,,0,"not sure about species, FON, unringed, faceplating, weasel, all chicks gone",,,,,,,,,
20221CP15,cp,Kristina,false,,6,true,02-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP150,cp,Kristina,false,,6,true,01-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP151,cp,Kristina,false,,6,true,01-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP152,cp,Kristina,false,b,6,true,01-06-2022,,,18-04-2022,18,0,7,1.00,true,0,09-05-2022,09-05-2022,39,13,3.50,3,9,8,7,53,15,7,0,7,10.44,7,3,,j215716,j215716,,,,0,"FON, FON, ringed, FON,ring, adult catching, no male around, adult catching, only caught female again, no male seems to be around, only one bird alarming",,,,,,,,,
20221CP153,cp,Kristina,false,b,6,true,09-06-2022,,,22-04-2022,22,0,7,,true,0,13-05-2022,13-05-2022,43,13,3.30,3,9,8,6,57,15,6,4,3,8.58,6,2,atr6804,ajy2877,"ajy2877, atr6804",,"ajy3053, ajy3055, ajy3056",,0,"b at box entrance, faceplating, adult catching",,,,,,,,,
20221CP154,cp,Kristina,false,b,6,true,09-06-2022,,,27-04-2022,27,0,7,,true,0,19-05-2022,18-05-2022,48,12,2.90,3,10,9,5,62,15,5,0,5,10.06,5,2,,,"abj6059, afh2643",,,,0,"FON, faceplating, adult catching",,,,,,,,,
20221CP155,cp,Kristina,false,,6,true,01-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP156,cp,Kristina,false,b,6,true,01-06-2022,,,20-04-2022,20,0,7,,true,0,09-05-2022,10-05-2022,40,14,3.20,3,7,5,5,54,15,5,0,5,11.20,5,3,,atr6995,atr6995,,,,0,"FON, FON, FON, faceplating, adult catching, only caught female, no male seems to be around, adult catching, no male around?",,,,,,,,,
20221CP157,cp,Kristina,false,b,6,true,01-06-2022,,,16-04-2022,16,0,7,,true,0,06-05-2022,07-05-2022,37,14,3.40,3,8,7,7,51,15,7,0,7,11.79,7,2,ajy2703,atr7297,"atr7297, ajy2703",,,,0,"FON, FON, tag, parent inside, ring+tag, faceplating, adult catching",,,,,,,,,
20221CP158,cp,Kristina,false,b,6,true,01-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP16,cp,Kristina,false,g,6,true,02-06-2022,,,14-04-2022,14,0,7,,true,0,08-05-2022,10-05-2022,40,15,5.10,3,12,10,10,53,14,10,0,10,18.49,10,2,tr42590,vz33512,"tr42590, vz33512",,,,0,"g inspecting box, FON, made mistake when infering incubation start, faceplated right away, adult catching, adult catching",,,,,,,,,
20221CP17,cp,Kristina,false,b,6,true,27-05-2022,,true,21-04-2022,21,0,7,,true,0,14-05-2022,13-05-2022,43,12,3.20,3,11,11,0,,,,0,0,,0,2,atr7000,atr8109,"atr8109, atr7000",,,,0,"FON, FON, faceplating, adult catching, weasel",,,,,,,,,
20221CP18,cp,Kristina,false,g,6,true,02-06-2022,,,24-04-2022,24,6,7,,,0,,,,,,,2,,0,,,,0,0,,0,0,,,,,,,0,greti was inside nestbox,,,,,,,,,
20221CP19,cp,Kristina,false,g,6,true,01-06-2022,,,17-04-2022,17,0,7,1.00,true,0,08-05-2022,11-05-2022,41,16,4.80,3,9,9,9,55,15,9,0,9,17.50,9,2,tw41827,tw41875,"tw41875, tw41827",,,,0,"FON, tag, FON, FON, faceplating",,,,,,,,,
20221CP2,cp,Kristina,false,b,6,true,21-05-2022,,true,24-04-2022,24,0,7,1.00,true,0,15-05-2022,14-05-2022,44,12,3.70,3,9,7,0,,,,0,0,,0,0,,,,,,,0,"FON, faceplating",,,,,,,,,
20221CP20,cp,Kristina,false,g,6,true,02-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP21,cp,Kristina,false,b,6,true,29-05-2022,,true,27-04-2022,27,2,7,,true,0,15-05-2022,15-05-2022,45,13,,,6,6,0,,,,0,0,,0,1,,atr7576,atr7576,,,,0,"FON, ring, no egg weight, FON, FON, faceplating, adult catching, adult catching, only female around not going into box, weasel",,,,,,,,,
20221CP22,cp,Kristina,false,g,6,true,02-06-2022,,,16-04-2022,16,0,7,,true,0,08-05-2022,08-05-2022,38,13,4.80,3,10,10,10,52,15,10,0,10,19.39,10,2,ty69716,pf72515,"pf72515, ty69716",,,,0,"FON, ringed, faceplating, adult catching",,,,,,,,,
20221CP23,cp,Kristina,false,,6,true,02-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP24,cp,Kristina,false,g,6,true,02-06-2022,,,17-04-2022,17,0,7,0.67,true,0,08-05-2022,08-05-2022,38,13,5.40,3,9,7,7,52,15,7,0,7,19.61,7,2,ty68697,ty68005,"ty68005, ty68697",,,,0,"FON, FON, faceplating",,,,,,,,,
20221CP25,cp,Kristina,false,b,6,true,28-05-2022,,true,24-04-2022,24,0,7,1.00,true,0,14-05-2022,14-05-2022,44,13,3.30,3,8,7,0,,,,0,0,,0,2,,atr7534,atr7534,,,,0,"FON, ring, one eggs outside of nest and cold, FON, FON, faceplating, adult catching, adult catching only caught female again, male around but doesn't go to box, weasel",,,,,,,,,
20221CP26,cp,Kristina,false,,6,true,01-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP27,cp,Kristina,false,b,6,true,01-06-2022,,,19-04-2022,19,0,7,,true,0,10-05-2022,08-05-2022,38,11,3.30,3,9,9,9,52,15,9,0,9,10.92,9,3,atr8101,ajy2705,"atr8101, ajy2705",,,,0,"faceplating, adult catching",,,,,,,,,
20221CP28,cp,Kristina,false,b,6,true,09-06-2022,,,17-04-2022,17,0,7,1.00,true,0,07-05-2022,07-05-2022,37,13,3.10,3,8,8,8,51,15,8,0,8,10.80,8,3,afh3787,atr8021,"afh3787, atr8021",,,,0,"FON, FON, parent inside, faceplating, adult catching",,,,,,,,,
20221CP29,cp,Kristina,false,,6,true,01-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP3,cp,Kristina,false,g,6,true,01-06-2022,,,21-04-2022,21,0,7,,true,0,11-05-2022,11-05-2022,41,13,5.70,3,8,8,8,55,15,8,0,8,19.90,8,2,vz33342,ty69739,"vz33342, ty69739",,,,0,"FON, FON, FON, unringed, faceplating, adult catching",,,,,,,,,
20221CP30,cp,Kristina,false,g,6,true,01-06-2022,,,21-04-2022,21,0,7,,true,0,11-05-2022,13-05-2022,43,15,5.40,3,8,8,8,57,15,8,0,8,19.06,8,2,ty69429,ty68696,"ty68696, ty69429",,,,0,"FON, ring, FON, ringed, FON, ringed, faceplating",,,,,,,,,
20221CP31,cp,Kristina,false,b,6,true,01-06-2022,,,18-04-2022,18,0,7,1.00,true,0,10-05-2022,11-05-2022,41,14,3.20,3,10,9,9,55,15,9,0,9,10.33,9,3,atr6184,atr8100,"atr6184, atr8100",,,,0,"FON, ringed, faceplating, adult catching to confirm sex",,,,,,,,,
20221CP32,cp,Kristina,false,,6,true,01-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP33,cp,Kristina,false,g,6,true,01-06-2022,,,13-04-2022,13,0,7,1.00,true,0,06-05-2022,07-05-2022,37,14,4.90,3,11,11,11,51,15,11,0,11,19.65,11,2,pf72513,ty69501,"ty69501, pf72513",,,,0,"FON, FON, parent inside, tag+ring",,,,,,,,,
20221CP34,cp,Kristina,false,g,6,true,01-06-2022,,,09-05-2022,39,7,7,,,0,,,,,,,1,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP35,cp,Kristina,false,g,6,true,22-06-2022,,,06-05-2022,36,0,7,1.00,true,0,25-05-2022,24-05-2022,54,11,5.00,3,8,7,6,68,15,6,0,6,17.47,6,1,ty70239,,ty70239,,,,0,"FON, ringed, FON, tagged, faceplating",,,,,,,,,
20221CP36,cp,Kristina,false,b,6,true,01-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,a bit of pink wool,,,,,,,,,
20221CP37,cp,Kristina,false,g,6,true,01-05-2022,,true,13-04-2022,13,2,7,,true,0,01-05-2022,,,,4.50,3,6,,0,,,,0,0,,0,0,,,,,,,0,"FON, all eggs broken, probably weasel",,,,,,,,,
20221CP38,cp,Kristina,false,g,6,true,02-06-2022,,,21-04-2022,21,0,7,,true,0,10-05-2022,10-05-2022,40,13,5.00,3,7,7,6,54,15,6,0,6,18.02,6,2,ty69726,ty69727,"ty69726, ty69727",,,,0,"FON, unringed, FON, FON, faceplating, adult catching",,,,,,,,,
20221CP38A,cp,Kristina,false,,6,true,02-06-2022,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20221CP39,cp,Kristina,false,g,6,true,02-06-2022,,,22-04-2022,22,0,7,,true,0,12-05-2022,12-05-2022,42,13,4.80,3,8,7,4,56,15,4,0,4,16.75,4,2,ty69759,ty69758,"ty69758, ty69759",,,,0,"FON, faceplating, adult catching",,,,,,,,,
