Rtype,Ring,Spec,Age,Sex,Date,Place,Site,Find,Circumstance,Text,Wing,Wt,Init,Blmtd,Bill,Bdmtd,Billd,Tsmtd,Tarsus,Fat,Fatmtd,Pec,Pulaliv,Pulring
N,ATR8939,BLUTI,1,,23/05/2022  12:59:59,WYT,B147,,,,,11.5,KMM,,,,,,,,,,9,9
N,ATR8940,BLUTI,1,,23/05/2022  12:59:59,WYT,B147,,,,,11.1,KMM,,,,,,,,,,9,9
N,ATR8941,BLUTI,1,,23/05/2022  12:59:59,WYT,B147,,,,,11.8,KMM,,,,,,,,,,9,9
N,ATR8942,BLUTI,1,,23/05/2022  12:59:59,WYT,B147,,,,,10.5,KMM,,,,,,,,,,9,9
N,ATR8943,BLUTI,1,,23/05/2022  12:59:59,WYT,B147,,,,,11.6,KMM,,,,,,,,,,9,9
N,ATR8944,BLUTI,1,,23/05/2022  12:59:59,WYT,B147,,,,,10.8,KMM,,,,,,,,,,9,9
O,AFH3290,BLUTI,6,M,18/05/2022  06:59:59,WYT,B149,89,86,,,,KMM,,,,,,,,,,,
N,ATR9162,BLUTI,1,,28/05/2022  08:19:59,WYT,B149,,,,,8.6,KMM,,,,,,,,,,5,5
N,ATR9163,BLUTI,1,,28/05/2022  08:19:59,WYT,B149,,,,,8.6,KMM,,,,,,,,,,5,5
P,ATR9164,BLUTI,1,,28/05/2022  08:19:59,WYT,B149,,,,,6.3,KMM,,,,,,,,,,5,5
N,ATR9165,BLUTI,1,,28/05/2022  08:19:59,WYT,B149,,,,,6.6,KMM,,,,,,,,,,5,5
N,ATR9166,BLUTI,1,,28/05/2022  08:19:59,WYT,B149,,,,,7.6,KMM,,,,,,,,,,5,5
N,TW41757,GRETI,1,,10/06/2022  08:00:00,WYT,B150,,,,,14.4,KMM,,,,,,,,,,2,2
N,TW41758,GRETI,1,,10/06/2022  08:00:00,WYT,B150,,,,,14.3,KMM,,,,,,,,,,2,2
O,R639400,BLUTI,5,F,19/05/2022  06:30:00,WYT,B151,89,86,,,,KMM,,,,,,,,,,,
O,ATR8178,BLUTI,5,M,19/05/2022  06:30:00,WYT,B151,89,86,,,,KMM,,,,,,,,,,,
R,ATR8178,BLUTI,5,M,25/05/2022  06:30:00,WYT,B151,,,,63.5,9.9,KMM,,,,,M,20.2,,,,,
O,ATR8273,BLUTI,5,F,03/05/2022  12:00:00,WYT,B153,89,86,,,,KMM,,,,,,,,,,,
O,ATR8273,BLUTI,5,F,20/05/2022  06:30:00,WYT,B153,89,86,,,,KMM,,,,,,,,,,,
O,AVL7963,BLUTI,5,M,20/05/2022  06:30:00,WYT,B153,89,86,,,,KMM,,,,,,,,,,,
N,ATR7954,BLUTI,1,,30/05/2022  08:19:59,WYT,B153,,,,,8.2,KMM,,,,,,,,,,4,4
N,ATR7955,BLUTI,1,,30/05/2022  08:19:59,WYT,B153,,,,,9.9,KMM,,,,,,,,,,4,4
N,ATR7956,BLUTI,1,,30/05/2022  08:19:59,WYT,B153,,,,,8.7,KMM,,,,,,,,,,4,4
N,ATR7957,BLUTI,1,,30/05/2022  08:19:59,WYT,B153,,,,,9.2,KMM,,,,,,,,,,4,4
O,ATR7456,BLUTI,5,F,20/05/2022  06:30:00,WYT,B157,89,86,,,,KMM,,,,,,,,,,,
O,ATR8278,BLUTI,5,M,20/05/2022  06:30:00,WYT,B157,89,86,,,,KMM,,,,,,,,,,,
R,ATR8278,BLUTI,5,M,26/05/2022  07:30:00,WYT,B157,,,,63.0,10.9,KMM,,,,,M,19.7,,,,,
O,AVL5445,BLUTI,6,M,16/05/2022  06:59:59,WYT,B160,89,86,,,,KMM,,,,,,,,,,,
R,AVL5445,BLUTI,6,M,21/05/2022  08:00:00,WYT,B160,,,,65.0,9.5,KMM,,,,,M,18.8,,,,,
N,ATR9024,BLUTI,1,,25/05/2022  06:55:00,WYT,B160,,,,,10.6,KMM,,,,,,,,,,8,8
N,ATR9025,BLUTI,1,,25/05/2022  06:55:00,WYT,B160,,,,,10.2,KMM,,,,,,,,,,8,8
N,ATR9026,BLUTI,1,,25/05/2022  06:55:00,WYT,B160,,,,,11.3,KMM,,,,,,,,,,8,8
N,ATR9027,BLUTI,1,,25/05/2022  06:55:00,WYT,B160,,,,,10.0,KMM,,,,,,,,,,8,8
N,ATR9028,BLUTI,1,,25/05/2022  06:55:00,WYT,B160,,,,,11.1,KMM,,,,,,,,,,8,8
N,ATR9029,BLUTI,1,,25/05/2022  06:55:00,WYT,B160,,,,,9.8,KMM,,,,,,,,,,8,8
N,ATR9030,BLUTI,1,,25/05/2022  06:55:00,WYT,B160,,,,,10.6,KMM,,,,,,,,,,8,8
N,ATR9031,BLUTI,1,,25/05/2022  06:55:00,WYT,B160,,,,,11.1,KMM,,,,,,,,,,8,8
O,ATR8323,BLUTI,6,F,14/05/2022  06:59:59,WYT,B161,89,86,,,,KMM,,,,,,,,,,,
N,ATR8928,BLUTI,1,,23/05/2022  12:49:59,WYT,B161,,,,,11.4,KMM,,,,,,,,,,8,8
N,ATR8929,BLUTI,1,,23/05/2022  12:49:59,WYT,B161,,,,,11.7,KMM,,,,,,,,,,8,8
N,ATR8930,BLUTI,1,,23/05/2022  12:49:59,WYT,B161,,,,,11.7,KMM,,,,,,,,,,8,8
N,ATR8931,BLUTI,1,,23/05/2022  12:49:59,WYT,B161,,,,,11.0,KMM,,,,,,,,,,8,8
N,ATR8932,BLUTI,1,,23/05/2022  12:49:59,WYT,B161,,,,,11.5,KMM,,,,,,,,,,8,8
N,ATR8933,BLUTI,1,,23/05/2022  12:49:59,WYT,B161,,,,,10.8,KMM,,,,,,,,,,8,8
N,ATR8934,BLUTI,1,,23/05/2022  12:49:59,WYT,B161,,,,,11.6,KMM,,,,,,,,,,8,8
N,ATR8935,BLUTI,1,,23/05/2022  12:49:59,WYT,B161,,,,,11.8,KMM,,,,,,,,,,8,8
R,TY69125,GRETI,6,F,19/05/2022  06:00:00,WYT,B163,,,,73.0,17.7,KMM,,,,,M,22.7,,,,,
N,PF71281,GRETI,1,,21/05/2022  10:30:00,WYT,B163,,,,,18.3,KMM,,,,,,,,,,4,4
N,PF71282,GRETI,1,,21/05/2022  10:30:00,WYT,B163,,,,,18.3,KMM,,,,,,,,,,4,4
N,PF71283,GRETI,1,,21/05/2022  10:30:00,WYT,B163,,,,,17.9,KMM,,,,,,,,,,4,4
N,PF71284,GRETI,1,,21/05/2022  10:30:00,WYT,B163,,,,,17.0,KMM,,,,,,,,,,4,4
O,ATR8249,BLUTI,5,F,18/05/2022  06:59:59,WYT,B164,89,86,,,,KMM,,,,,,,,,,,
O,ATR8251,BLUTI,5,M,18/05/2022  06:59:59,WYT,B164,89,86,,,,KMM,,,,,,,,,,,
R,ATR8249,BLUTI,5,F,23/05/2022  06:49:59,WYT,B164,,,,63.0,10.8,KMM,,,,,M,19.3,,,,,
N,ATR9111,BLUTI,1,,27/05/2022  07:30:00,WYT,B164,,,,,10.5,KMM,,,,,,,,,,9,9
N,ATR9112,BLUTI,1,,27/05/2022  07:30:00,WYT,B164,,,,,11.6,KMM,,,,,,,,,,9,9
N,ATR9113,BLUTI,1,,27/05/2022  07:30:00,WYT,B164,,,,,10.3,KMM,,,,,,,,,,9,9
N,ATR9114,BLUTI,1,,27/05/2022  07:30:00,WYT,B164,,,,,11.1,KMM,,,,,,,,,,9,9
N,ATR9115,BLUTI,1,,27/05/2022  07:30:00,WYT,B164,,,,,11.1,KMM,,,,,,,,,,9,9
N,ATR9116,BLUTI,1,,27/05/2022  07:30:00,WYT,B164,,,,,10.7,KMM,,,,,,,,,,9,9
N,ATR9117,BLUTI,1,,27/05/2022  07:30:00,WYT,B164,,,,,10.7,KMM,,,,,,,,,,9,9
N,ATR9118,BLUTI,1,,27/05/2022  07:30:00,WYT,B164,,,,,10.1,KMM,,,,,,,,,,9,9
N,ATR9119,BLUTI,1,,27/05/2022  07:30:00,WYT,B164,,,,,10.7,KMM,,,,,,,,,,9,9
N,ATR7912,BLUTI,5,M,20/05/2022  10:15:00,WYT,B165,,,,63.0,9.6,KMM,,,,,M,19.6,,,,,
N,ATR7913,BLUTI,5,F,20/05/2022  10:15:00,WYT,B165,,,,63.0,10.5,KMM,,,,,M,18.8,,,,,
N,ATR8987,BLUTI,1,,24/05/2022  06:30:00,WYT,B165,,,,,9.6,KMM,,,,,,,,,,9,9
N,ATR8988,BLUTI,1,,24/05/2022  06:30:00,WYT,B165,,,,,10.4,KMM,,,,,,,,,,9,9
N,ATR8989,BLUTI,1,,24/05/2022  06:30:00,WYT,B165,,,,,10.6,KMM,,,,,,,,,,9,9
N,ATR8990,BLUTI,1,,24/05/2022  06:30:00,WYT,B165,,,,,9.6,KMM,,,,,,,,,,9,9
N,ATR8991,BLUTI,1,,24/05/2022  06:30:00,WYT,B165,,,,,9.9,KMM,,,,,,,,,,9,9
N,ATR8992,BLUTI,1,,24/05/2022  06:30:00,WYT,B165,,,,,10.4,KMM,,,,,,,,,,9,9
N,ATR8993,BLUTI,1,,24/05/2022  06:30:00,WYT,B165,,,,,9.7,KMM,,,,,,,,,,9,9
N,ATR8994,BLUTI,1,,24/05/2022  06:30:00,WYT,B165,,,,,10.6,KMM,,,,,,,,,,9,9
N,ATR8995,BLUTI,1,,24/05/2022  06:30:00,WYT,B165,,,,,10.3,KMM,,,,,,,,,,9,9
O,ATR5937,BLUTI,5,F,29/04/2022  09:59:59,WYT,B168,89,86,,,,KMM,,,,,,,,,,,
R,ATR5937,BLUTI,5,F,21/05/2022  08:00:00,WYT,B168,,,,63.0,10.0,KMM,,,,,M,18.6,,,,,
N,ATR9040,BLUTI,1,,25/05/2022  07:50:00,WYT,B168,,,,,10.0,KMM,,,,,,,,,,8,8
N,ATR9041,BLUTI,1,,25/05/2022  07:50:00,WYT,B168,,,,,10.8,KMM,,,,,,,,,,8,8
N,ATR9042,BLUTI,1,,25/05/2022  07:50:00,WYT,B168,,,,,9.4,KMM,,,,,,,,,,8,8
N,ATR9043,BLUTI,1,,25/05/2022  07:50:00,WYT,B168,,,,,10.0,KMM,,,,,,,,,,8,8
N,ATR9044,BLUTI,1,,25/05/2022  07:50:00,WYT,B168,,,,,10.3,KMM,,,,,,,,,,8,8
N,ATR9045,BLUTI,1,,25/05/2022  07:50:00,WYT,B168,,,,,10.3,KMM,,,,,,,,,,8,8
N,ATR9046,BLUTI,1,,25/05/2022  07:50:00,WYT,B168,,,,,10.1,KMM,,,,,,,,,,8,8
N,ATR9047,BLUTI,1,,25/05/2022  07:50:00,WYT,B168,,,,,10.4,KMM,,,,,,,,,,8,8
O,PF71388,GRETI,5,F,02/05/2022  08:00:00,WYT,B169,89,86,,,,KMM,,,,,,,,,,,
O,TY68365,GRETI,5,M,17/05/2022  06:59:59,WYT,B169,89,86,,,,KMM,,,,,,,,,,,
O,PF71388,GRETI,5,F,17/05/2022  06:59:59,WYT,B169,89,86,,,,KMM,,,,,,,,,,,
N,PF71071,GRETI,1,,27/05/2022  08:00:00,WYT,B169,,,,,15.5,KMM,,,,,,,,,,7,7
N,PF71072,GRETI,1,,27/05/2022  08:00:00,WYT,B169,,,,,15.7,KMM,,,,,,,,,,7,7
N,PF71073,GRETI,1,,27/05/2022  08:00:00,WYT,B169,,,,,13.9,KMM,,,,,,,,,,7,7
N,PF71074,GRETI,1,,27/05/2022  08:00:00,WYT,B169,,,,,16.0,KMM,,,,,,,,,,7,7
P,PF71075,GRETI,1,,27/05/2022  08:00:00,WYT,B169,,,,,17.0,KMM,,,,,,,,,,7,7
N,PF71076,GRETI,1,,27/05/2022  08:00:00,WYT,B169,,,,,17.5,KMM,,,,,,,,,,7,7
N,PF71077,GRETI,1,,27/05/2022  08:00:00,WYT,B169,,,,,15.3,KMM,,,,,,,,,,7,7
O,ATR8066,BLUTI,5,F,20/05/2022  06:30:00,WYT,B170A,89,86,,,,KMM,,,,,,,,,,,
R,ATR8066,BLUTI,5,F,26/05/2022  07:30:00,WYT,B170A,,,,61.0,9.7,KMM,,,,,M,18.5,,,,,
N,ATR7958,BLUTI,1,,30/05/2022  08:35:00,WYT,B170A,,,,,8.2,KMM,,,,,,,,,,4,4
N,ATR7959,BLUTI,1,,30/05/2022  08:35:00,WYT,B170A,,,,,9.2,KMM,,,,,,,,,,4,4
N,ATR7960,BLUTI,1,,30/05/2022  08:35:00,WYT,B170A,,,,,8.0,KMM,,,,,,,,,,4,4
N,ATR7961,BLUTI,1,,30/05/2022  08:35:00,WYT,B170A,,,,,8.4,KMM,,,,,,,,,,4,4
N,TW41728,GRETI,5,M,22/05/2022  07:19:59,WYT,B171,,,,80.0,19.6,KMM,,,,,M,24.1,,,,,
N,TW41729,GRETI,5,F,23/05/2022  13:30:00,WYT,B171,,,,72.0,17.4,KMM,,,,,M,21.8,,,,,
N,PF71063,GRETI,1,,26/05/2022  06:59:59,WYT,B171,,,,,16.6,KMM,,,,,,,,,,3,3
N,PF71064,GRETI,1,,26/05/2022  06:59:59,WYT,B171,,,,,15.2,KMM,,,,,,,,,,3,3
N,BBBBBB2,GRETI,1,,26/05/2022  06:59:59,WYT,B171,,,,,15.1,KMM,,,,,,,,,,3,3
N,AJY2094,BLUTI,1,,25/05/2022  11:49:59,WYT,B173,,,,,11.1,JH,,,,,,,,,,7,7
N,AJY2095,BLUTI,1,,25/05/2022  11:49:59,WYT,B173,,,,,10.8,JH,,,,,,,,,,7,7
N,AJY2096,BLUTI,1,,25/05/2022  11:49:59,WYT,B173,,,,,11.3,JH,,,,,,,,,,7,7
N,AJY2097,BLUTI,1,,25/05/2022  11:49:59,WYT,B173,,,,,8.7,JH,,,,,,,,,,7,7
N,AJY2098,BLUTI,1,,25/05/2022  11:49:59,WYT,B173,,,,,9.8,JH,,,,,,,,,,7,7
N,AJY2092,BLUTI,1,,25/05/2022  11:49:59,WYT,B173,,,,,10.2,JH,,,,,,,,,,7,7
N,AJY2093,BLUTI,1,,25/05/2022  11:49:59,WYT,B173,,,,,10.7,JH,,,,,,,,,,7,7
N,ATR9810,BLUTI,5,F,22/05/2022  12:11:59,WYT,B173,,,,63.0,10.0,JHA,,,,,M,17.9,,,,,
N,ATR7920,BLUTI,6,F,23/05/2022  07:30:00,WYT,B174,,,,61.0,10.5,KMM,,,,,M,18.5,,,,,
N,ATR9120,BLUTI,1,,27/05/2022  07:50:00,WYT,B174,,,,,10.9,KMM,,,,,,,,,,5,5
N,ATR9121,BLUTI,1,,27/05/2022  07:50:00,WYT,B174,,,,,10.5,KMM,,,,,,,,,,5,5
N,ATR9122,BLUTI,1,,27/05/2022  07:50:00,WYT,B174,,,,,11.0,KMM,,,,,,,,,,5,5
N,ATR9123,BLUTI,1,,27/05/2022  07:50:00,WYT,B174,,,,,11.3,KMM,,,,,,,,,,5,5
N,ATR9124,BLUTI,1,,27/05/2022  07:50:00,WYT,B174,,,,,10.7,KMM,,,,,,,,,,5,5
N,TY69275,GRETI,1,,22/05/2022  12:36:00,WYT,B175,,,,,19.1,JH,,,,,,,,,,7,7
N,TY69276,GRETI,1,,22/05/2022  12:36:00,WYT,B175,,,,,18.6,JH,,,,,,,,,,7,7
N,TY69277,GRETI,1,,22/05/2022  12:36:00,WYT,B175,,,,,18.5,JH,,,,,,,,,,7,7
N,TY69278,GRETI,1,,22/05/2022  12:36:00,WYT,B175,,,,,17.4,JH,,,,,,,,,,7,7
N,TY69279,GRETI,1,,22/05/2022  12:36:00,WYT,B175,,,,,19.4,JH,,,,,,,,,,7,7
N,TY69280,GRETI,1,,22/05/2022  12:36:00,WYT,B175,,,,,17.2,JH,,,,,,,,,,7,7
P,TY69281,GRETI,1,,22/05/2022  12:36:00,WYT,B175,,,,,17.2,JH,,,,,,,,,,7,7
N,TY69246,GRETI,6,F,18/05/2022  07:25:00,WYT,B175,,,,74.0,,JHA,,,,,M,23.7,,,,,
R,VS84187,GRETI,6,M,18/05/2022  07:25:00,WYT,B175,,,,78.0,,JHA,,,,,M,23.5,,,,,
R,AVL6185,BLUTI,6,M,18/05/2022  09:20:00,WYT,B176,,,,65.0,10.1,AKK,,,,,M,19.3,,,,,
N,ATR9745,BLUTI,6,F,18/05/2022  09:30:00,WYT,B176,,,,62.0,10.5,AKK,,,,,M,19.4,,,,,
N,ATR9966,BLUTI,1,,22/05/2022  12:10:00,WYT,B176,,,,,11.0,AKK,,,,,,,,,,7,7
N,ATR9967,BLUTI,1,,22/05/2022  12:10:00,WYT,B176,,,,,11.4,AKK,,,,,,,,,,7,7
N,ATR9968,BLUTI,1,,22/05/2022  12:10:00,WYT,B176,,,,,11.5,AKK,,,,,,,,,,7,7
N,ATR9969,BLUTI,1,,22/05/2022  12:10:00,WYT,B176,,,,,10.9,AKK,,,,,,,,,,7,7
N,ATR9970,BLUTI,1,,22/05/2022  12:10:00,WYT,B176,,,,,10.1,AKK,,,,,,,,,,7,7
N,ATR9971,BLUTI,1,,22/05/2022  12:10:00,WYT,B176,,,,,11.0,AKK,,,,,,,,,,7,7
N,ATR9972,BLUTI,1,,22/05/2022  12:10:00,WYT,B176,,,,,10.6,AKK,,,,,,,,,,7,7
N,AJY2108,BLUTI,5,M,26/05/2022  08:29:59,WYT,B177,,,,,,AKK,,,,,,,,,,,
N,AJY2107,BLUTI,5,F,26/05/2022  08:00:00,WYT,B178,,,,60.0,10.3,AKK,,,,,M,19.4,,,,,
N,ATR7914,BLUTI,5,M,21/05/2022  08:00:00,WYT,B180,,,,66.0,11.0,KMM,,,,,M,20.3,,,,,
N,ATR7915,BLUTI,5,F,21/05/2022  08:00:00,WYT,B180,,,,62.5,10.6,KMM,,,,,M,19.0,,,,,
N,ATR9048,BLUTI,1,,25/05/2022  08:39:59,WYT,B180,,,,,9.3,KMM,,,,,,,,,,4,4
P,ATR9049,BLUTI,1,,25/05/2022  08:39:59,WYT,B180,,,,,7.0,KMM,,,,,,,,,,4,4
N,ATR9050,BLUTI,1,,25/05/2022  08:39:59,WYT,B180,,,,,8.9,KMM,,,,,,,,,,4,4
N,ATR9051,BLUTI,1,,25/05/2022  08:39:59,WYT,B180,,,,,9.4,KMM,,,,,,,,,,4,4
O,AVL6171,BLUTI,6,F,09/05/2022  12:00:00,WYT,B185,89,86,,,,AKK,,,,,,,,,,,
O,AVL6171,BLUTI,6,F,16/05/2022  10:44:59,WYT,B185,89,86,,,,AKK,,,,,,,,,,,
N,AJY2060,BLUTI,1,,24/05/2022  10:30:00,WYT,B185,,,,,9.5,AKK,,,,,,,,,,7,7
N,AJY2061,BLUTI,1,,24/05/2022  10:30:00,WYT,B185,,,,,9.7,AKK,,,,,,,,,,7,7
N,AJY2062,BLUTI,1,,24/05/2022  10:30:00,WYT,B185,,,,,10.5,AKK,,,,,,,,,,7,7
N,AJY2063,BLUTI,1,,24/05/2022  10:30:00,WYT,B185,,,,,9.6,AKK,,,,,,,,,,7,7
N,AJY2064,BLUTI,1,,24/05/2022  10:30:00,WYT,B185,,,,,10.3,AKK,,,,,,,,,,7,7
N,AJY2065,BLUTI,1,,24/05/2022  10:30:00,WYT,B185,,,,,9.5,AKK,,,,,,,,,,7,7
P,AJY2066,BLUTI,1,,24/05/2022  10:30:00,WYT,B185,,,,,9.7,AKK,,,,,,,,,,7,7
R,TY70920,GRETI,5,F,12/05/2022  07:44:59,WYT,B188,,,,,,JH,,,,,,,,,,,
O,TY70920,GRETI,5,F,17/05/2022  11:01:59,WYT,B188,89,86,,,,JH,,,,,,,,,,,
R,AVL6740,BLUTI,5,F,21/05/2022  11:29:59,WYT,B189,,,,60.0,10.0,AKK,,,,,M,18.8,,,,,
R,AVL6740,BLUTI,5,F,11/05/2022  12:00:00,WYT,B189,,,,,,AKK,,,,,,,,,,,
O,AVL6724,BLUTI,5,M,16/05/2022  10:30:00,WYT,B189,89,86,,,,AKK,,,,,,,,,,,
P,AJY2076,BLUTI,1,,25/05/2022  10:30:00,WYT,B189,,,,,8.2,AKK,,,,,,,,,,2,2
P,AJY2077,BLUTI,1,,25/05/2022  10:30:00,WYT,B189,,,,,8.0,AKK,,,,,,,,,,2,2
R,AVL3101,BLUTI,6,F,17/05/2022  15:49:59,WYT,B190,,,,61.0,10.8,AKK,,,,,M,19.0,,,,,
R,AVL3101,BLUTI,6,F,25/04/2022  12:00:00,WYT,B190,,,,,,AKK,,,,,,,,,,,
O,AVL3276,BLUTI,6,M,16/05/2022  08:00:00,WYT,B190,89,86,,,,AKK,,,,,,,,,,,
N,ATR9936,BLUTI,1,,21/05/2022  12:30:00,WYT,B190,,,,,11.3,AKK,,,,,,,,,,10,10
N,ATR9928,BLUTI,1,,21/05/2022  12:30:00,WYT,B190,,,,,9.7,AKK,,,,,,,,,,10,10
N,ATR9929,BLUTI,1,,21/05/2022  12:30:00,WYT,B190,,,,,10.5,AKK,,,,,,,,,,10,10
N,ATR9930,BLUTI,1,,21/05/2022  12:30:00,WYT,B190,,,,,10.3,AKK,,,,,,,,,,10,10
N,ATR9931,BLUTI,1,,21/05/2022  12:30:00,WYT,B190,,,,,11.8,AKK,,,,,,,,,,10,10
N,ATR9932,BLUTI,1,,21/05/2022  12:30:00,WYT,B190,,,,,10.2,AKK,,,,,,,,,,10,10
N,ATR9933,BLUTI,1,,21/05/2022  12:30:00,WYT,B190,,,,,11.4,AKK,,,,,,,,,,10,10
N,ATR9934,BLUTI,1,,21/05/2022  12:30:00,WYT,B190,,,,,10.0,AKK,,,,,,,,,,10,10
N,ATR9935,BLUTI,1,,21/05/2022  12:30:00,WYT,B190,,,,,10.6,AKK,,,,,,,,,,10,10
N,ATR9937,BLUTI,1,,21/05/2022  12:30:00,WYT,B190,,,,,10.2,AKK,,,,,,,,,,10,10
R,AFH4143,BLUTI,6,M,16/05/2022  08:00:00,WYT,B191,,,,65.0,9.7,AKK,,,,,M,19.1,,,,,
N,ATR9709,BLUTI,5,F,16/05/2022  08:00:00,WYT,B191,,,,60.0,9.4,AKK,,,,,M,17.1,,,,,
O,AFH4143,BLUTI,6,M,14/05/2022  09:00:00,WYT,B191,89,86,,,,AKK,,,,,,,,,,,
N,ATR9799,BLUTI,1,,20/05/2022  11:49:59,WYT,B191,,,,,9.6,AKK,,,,,,,,,,11,11
N,ATR9800,BLUTI,1,,20/05/2022  11:49:59,WYT,B191,,,,,10.0,AKK,,,,,,,,,,11,11
N,ATR9901,BLUTI,1,,20/05/2022  11:49:59,WYT,B191,,,,,10.6,AKK,,,,,,,,,,11,11
N,ATR9902,BLUTI,1,,20/05/2022  11:49:59,WYT,B191,,,,,10.2,AKK,,,,,,,,,,11,11
P,ATR9903,BLUTI,1,,20/05/2022  11:49:59,WYT,B191,,,,,10.1,AKK,,,,,,,,,,11,11
N,ATR9905,BLUTI,1,,20/05/2022  11:49:59,WYT,B191,,,,,9.2,AKK,,,,,,,,,,11,11
N,ATR9907,BLUTI,1,,20/05/2022  11:49:59,WYT,B191,,,,,9.5,AKK,,,,,,,,,,11,11
N,ATR9908,BLUTI,1,,20/05/2022  11:49:59,WYT,B191,,,,,10.4,AKK,,,,,,,,,,11,11
N,ATR9909,BLUTI,1,,20/05/2022  11:49:59,WYT,B191,,,,,10.2,AKK,,,,,,,,,,11,11
N,ATR9904,BLUTI,1,,20/05/2022  11:49:59,WYT,B191,,,,,10.2,AKK,,,,,,,,,,11,11
N,ATR9906,BLUTI,1,,20/05/2022  11:49:59,WYT,B191,,,,,10.0,AKK,,,,,,,,,,11,11
O,VZ33700,GRETI,6,M,07/05/2022  11:29:59,WYT,B193,89,86,,,,AKK,,,,,,,,,,,
N,TY69219,GRETI,1,,16/05/2022  17:39:00,WYT,B193,,,,,19.0,JH,,,,,,,,,,10,10
N,TY69220,GRETI,1,,16/05/2022  17:39:00,WYT,B193,,,,,18.5,JH,,,,,,,,,,10,10
N,TY69221,GRETI,1,,16/05/2022  17:39:00,WYT,B193,,,,,15.8,JH,,,,,,,,,,10,10
N,TY69222,GRETI,1,,16/05/2022  17:39:00,WYT,B193,,,,,18.5,JH,,,,,,,,,,10,10
N,TY69223,GRETI,1,,16/05/2022  17:39:00,WYT,B193,,,,,15.3,JH,,,,,,,,,,10,10
N,TY69224,GRETI,1,,16/05/2022  17:39:00,WYT,B193,,,,,16.6,JH,,,,,,,,,,10,10
N,TY69225,GRETI,1,,16/05/2022  17:39:00,WYT,B193,,,,,20.2,JH,,,,,,,,,,10,10
N,TY69226,GRETI,1,,16/05/2022  17:39:00,WYT,B193,,,,,18.6,JH,,,,,,,,,,10,10
N,TY69227,GRETI,1,,16/05/2022  17:39:00,WYT,B193,,,,,19.0,JH,,,,,,,,,,10,10
N,TY69228,GRETI,1,,16/05/2022  17:39:00,WYT,B193,,,,,18.2,JH,,,,,,,,,,10,10
R,TY69207,GRETI,6,F,12/05/2022  11:25:00,WYT,B193,,,,,,JH,,,,,,,,,,,
R,ATR4761,BLUTI,5,F,21/05/2022  08:39:59,WYT,B194,,,,60.0,10.4,AKK,,,,,M,19.1,,,,,
R,ART6548,BLUTI,5,M,22/05/2022  09:55:00,WYT,B194,,,,61.0,10.5,AKK,,,,,M,18.9,,,,,
O,ATR4761,BLUTI,5,F,16/05/2022  08:00:00,WYT,B194,89,86,,,,AKK,,,,,,,,,,,
N,AJY2078,BLUTI,1,,25/05/2022  11:00:00,WYT,B194,,,,,11.1,JH,,,,,,,,,,6,6
N,AJY2079,BLUTI,1,,25/05/2022  11:00:00,WYT,B194,,,,,11.3,JH,,,,,,,,,,6,6
N,AJY2080,BLUTI,1,,25/05/2022  11:00:00,WYT,B194,,,,,10.3,JH,,,,,,,,,,6,6
N,AJY2081,BLUTI,1,,25/05/2022  11:00:00,WYT,B194,,,,,11.9,JH,,,,,,,,,,6,6
N,AJY2082,BLUTI,1,,25/05/2022  11:00:00,WYT,B194,,,,,11.4,JH,,,,,,,,,,6,6
N,AJY2083,BLUTI,1,,25/05/2022  11:00:00,WYT,B194,,,,,11.1,JH,,,,,,,,,,6,6
O,AND7437,MARTI,6,F,06/05/2022  09:59:59,WYT,B195,89,86,,,,AKK,,,,,,,,,,,
O,J745880,MARTI,5,M,06/05/2022  09:59:59,WYT,B195,89,86,,,,AKK,,,,,,,,,,,
N,ATR9703,MARTI,1,,13/05/2022  16:40:00,WYT,B195,,,,,12.2,AKK,,,,,,,,,,6,6
N,ATR9704,MARTI,1,,13/05/2022  16:40:00,WYT,B195,,,,,10.9,AKK,,,,,,,,,,6,6
N,ATR9705,MARTI,1,,13/05/2022  16:40:00,WYT,B195,,,,,11.3,AKK,,,,,,,,,,6,6
N,ATR9706,MARTI,1,,13/05/2022  16:40:00,WYT,B195,,,,,11.2,AKK,,,,,,,,,,6,6
N,ATR9707,MARTI,1,,13/05/2022  16:40:00,WYT,B195,,,,,12.0,AKK,,,,,,,,,,6,6
N,ATR9708,MARTI,1,,13/05/2022  16:40:00,WYT,B195,,,,,11.5,AKK,,,,,,,,,,6,6
N,AJY2030,BLUTI,1,,23/05/2022  14:55:00,WYT,B197,,,,,10.2,JH,,,,,,,,,,6,6
N,AJY2031,BLUTI,1,,23/05/2022  14:55:00,WYT,B197,,,,,11.2,JH,,,,,,,,,,6,6
N,AJY2032,BLUTI,1,,23/05/2022  14:55:00,WYT,B197,,,,,10.5,JH,,,,,,,,,,6,6
N,AJY2033,BLUTI,1,,23/05/2022  14:55:00,WYT,B197,,,,,12.1,JH,,,,,,,,,,6,6
N,AJY2034,BLUTI,1,,23/05/2022  14:55:00,WYT,B197,,,,,10.7,JH,,,,,,,,,,6,6
N,AJY2035,BLUTI,1,,23/05/2022  14:55:00,WYT,B197,,,,,9.4,JH,,,,,,,,,,6,6
O,ATR8192,BLUTI,5,M,18/05/2022  07:34:59,WYT,B197,89,86,,,,JH,,,,,,,,,,,
